# name = name of planet
# star_teff = effective temperature of star [K]
# star_radius = radius of star [solar radii]
# planet_a = semimajor axis of planet's orbit [AU]
# planet_radius = radius of planet [Earth radii]

           name | star_teff | star_radius |         planet_a | planet_radius
    Kepler-240c |    4985.0 |        0.74 |              nan |           2.2
    Kepler-241b |    4699.0 |        0.67 |              nan |          2.33
    Kepler-241c |    4699.0 |        0.67 |              nan |          2.57
    Kepler-242b |    5020.0 |        0.85 |              nan |          2.61
    Kepler-242c |    5020.0 |        0.85 |              nan |           2.0
    Kepler-243b |    5228.0 |        0.84 |   0.060163747114 |          2.45
    Kepler-243c |    5228.0 |        0.84 |   0.138793018872 |          1.99
    Kepler-244b |    5554.0 |         0.8 |              nan |          2.76
    Kepler-244c |    5554.0 |         0.8 |              nan |          2.05
    Kepler-244d |    5554.0 |         0.8 |              nan |          2.31
    Kepler-245b |    5100.0 |         0.8 |   0.069533946465 |          2.57
    Kepler-245c |    5100.0 |         0.8 |   0.122248802465 |          2.18
    Kepler-245d |    5100.0 |         0.8 |   0.199047515567 |          3.03
    Kepler-245e |    5100.0 |         0.8 |  0.0396055589719 |          1.75
    Kepler-246b |    5206.0 |        0.83 |  0.0514783038395 |          2.34
    Kepler-246c |    5206.0 |        0.83 |  0.0930717192111 |           1.5
    Kepler-247b |    5100.0 |        0.77 |              nan |          1.64
    Kepler-247c |    5100.0 |        0.77 |              nan |          4.09
    Kepler-247d |    5100.0 |        0.77 |              nan |          3.94
    Kepler-248b |    5190.0 |        0.83 |              nan |          3.02
    Kepler-248c |    5190.0 |        0.83 |              nan |          4.07
    Kepler-249b |    3568.0 |        0.48 |              nan |          1.09
    Kepler-249c |    3568.0 |        0.48 |              nan |          1.51
    Kepler-249d |    3568.0 |        0.48 |              nan |          1.57
     Kepler-24b |    5897.0 |        1.29 |    0.07999363981 |           2.4
     Kepler-24c |    5897.0 |        1.29 |   0.105481175412 |           2.8
     Kepler-24d |    5897.0 |        1.29 |  0.0517996924249 |          1.67
     Kepler-24e |    5897.0 |        1.29 |   0.140689407585 |          2.78
    Kepler-250b |    5160.0 |        0.81 |  0.0468925657524 |          1.13
    Kepler-250c |    5160.0 |        0.81 |  0.0674550401319 |          2.28
    Kepler-250d |    5160.0 |        0.81 |   0.123122409093 |          2.18
    Kepler-251b |    5526.0 |        0.89 |  0.0538847291179 |          1.33
    Kepler-251c |    5526.0 |        0.89 |   0.122957322785 |          2.77
    Kepler-251d |    5526.0 |        0.89 |     0.1836032573 |          2.77
    Kepler-251e |    5526.0 |        0.89 |   0.407513253814 |          2.77
    Kepler-252b |    4208.0 |        0.55 |  0.0557425475048 |          1.23
    Kepler-252c |    4208.0 |        0.55 |  0.0771054216164 |          2.15
    Kepler-253b |    5208.0 |        0.79 |              nan |          1.63
    Kepler-253c |    5208.0 |        0.79 |              nan |          2.65
    Kepler-253d |    5208.0 |        0.79 |              nan |          3.17
    Kepler-254b |    5957.0 |        0.91 |              nan |          3.87
    Kepler-254c |    5957.0 |        0.91 |              nan |          2.15
    Kepler-254d |    5957.0 |        0.91 |              nan |           2.5
    Kepler-255b |    5573.0 |        0.93 |  0.0619089018193 |          1.55
    Kepler-255c |    5573.0 |        0.93 |  0.0895768754854 |          2.99
    Kepler-255d |    5573.0 |        0.93 |  0.0199531850046 |          1.32
    Kepler-256b |    5551.0 |         1.3 |  0.0271729312799 |          1.59
    Kepler-256c |    5551.0 |         1.3 |  0.0444292546778 |          2.15
    Kepler-256d |    5551.0 |         1.3 |  0.0638664185711 |          2.48
    Kepler-256e |    5551.0 |         1.3 |  0.0955275191016 |          2.35
    Kepler-257b |    5180.0 |        1.04 |              nan |          2.61
    Kepler-257c |    5180.0 |        1.04 |              nan |          5.41
    Kepler-257d |    5180.0 |        1.04 |              nan |          4.95
    Kepler-258b |    4942.0 |        0.92 |   0.101435496736 |          4.06
    Kepler-258c |    4942.0 |        0.92 |    0.18932945844 |          3.61
    Kepler-259b |    5938.0 |         0.9 |              nan |           2.8
    Kepler-259c |    5938.0 |         0.9 |              nan |           2.7
     Kepler-25b |    6270.0 |        1.31 |  0.0702652777063 |          2.71
     Kepler-25c |    6270.0 |        1.31 |   0.112985096151 |           5.2
    Kepler-260b |    5250.0 |        0.86 |  0.0761663577126 |          2.01
    Kepler-260c |    5250.0 |        0.86 |   0.336562744858 |          1.74
    Kepler-261b |    5098.0 |        0.79 |  0.0888881504314 |          2.18
    Kepler-261c |    5098.0 |        0.79 |     0.1578670981 |           2.0
    Kepler-262b |    5841.0 |        0.88 |              nan |          1.36
    Kepler-262c |    5841.0 |        0.88 |              nan |          1.64
    Kepler-263b |    5265.0 |        0.79 |              nan |          2.67
    Kepler-263c |    5265.0 |        0.79 |              nan |          2.47
    Kepler-264b |    6158.0 |        1.55 |   0.254398156495 |          3.33
    Kepler-264c |    6158.0 |        1.55 |   0.578972141026 |          2.83
    Kepler-265b |    5835.0 |         1.1 |   0.071244784743 |          1.86
    Kepler-265c |    5835.0 |         1.1 |   0.130790367794 |          2.63
    Kepler-265d |    5835.0 |         1.1 |   0.243019533296 |          2.49
    Kepler-265e |    5835.0 |         1.1 |   0.328652028711 |          2.59
    Kepler-266b |    5885.0 |        1.03 |  0.0687409722656 |          2.48
    Kepler-266c |    5885.0 |        1.03 |   0.441493147223 |          3.89
    Kepler-267b |    4258.0 |        0.56 |  0.0361342928928 |          1.98
    Kepler-267c |    4258.0 |        0.56 |  0.0583247156865 |          2.13
    Kepler-267d |    4258.0 |        0.56 |   0.150350033158 |          2.27
    Kepler-268b |    6081.0 |        1.27 |              nan |          2.55
    Kepler-268c |    6081.0 |        1.27 |              nan |          3.38
    Kepler-269b |    5847.0 |        0.96 |  0.0592770827972 |          2.47
    Kepler-269c |    5847.0 |        0.96 |   0.078565621622 |          1.69
     Kepler-26b |    3914.0 |        0.51 |  0.0848076751775 |          2.78
     Kepler-26c |    3914.0 |        0.51 |    0.10639665893 |          2.72
     Kepler-26d |    3914.0 |        0.51 |  0.0370361162232 |          1.07
     Kepler-26e |    3914.0 |        0.51 |   0.207001167297 |          2.41
    Kepler-270b |    6067.0 |        1.46 |              nan |          2.01
    Kepler-270c |    6067.0 |        1.46 |              nan |          1.77
    Kepler-271b |    5524.0 |        0.88 |              nan |          0.89
    Kepler-271c |    5524.0 |        0.88 |              nan |           1.0
    Kepler-271d |    5524.0 |        0.88 |              nan |          0.66
    Kepler-272b |    5297.0 |        0.93 |  0.0373838068144 |          1.43
    Kepler-272c |    5297.0 |        0.93 |  0.0601038216694 |          1.79
    Kepler-272d |    5297.0 |        0.93 |  0.0891225381316 |          2.25
    Kepler-273b |    5626.0 |        0.81 |              nan |           1.5
    Kepler-273c |    5626.0 |        0.81 |              nan |          1.98
    Kepler-274b |    6023.0 |        1.01 |              nan |          1.54
    Kepler-274c |    6023.0 |        1.01 |              nan |          1.84
    Kepler-275b |    6165.0 |        1.38 |  0.0995152279152 |          2.34
    Kepler-275c |    6165.0 |        1.38 |   0.133962323632 |          3.38
    Kepler-275d |    6165.0 |        1.38 |   0.227805127646 |          3.33
    Kepler-276b |    6105.0 |        1.05 |   0.118040601802 |          2.87
    Kepler-276c |    6105.0 |        1.05 |   0.203088074641 |           2.9
    Kepler-276d |    6105.0 |        1.05 |   0.269161257705 |           2.8
    Kepler-277b |    5946.0 |        1.69 |   0.136043078584 |          2.92
    Kepler-277c |    5946.0 |        1.69 |   0.209077002345 |          3.36
    Kepler-278b |    4991.0 |        2.94 |              nan |          4.07
    Kepler-278c |    4991.0 |        2.94 |              nan |          3.59
    Kepler-279b |    6363.0 |        1.75 |   0.107679679533 |          3.62
    Kepler-279c |    6363.0 |        1.75 |   0.219132359494 |           4.3
    Kepler-279d |    6363.0 |        1.75 |   0.290030045155 |           3.1
     Kepler-27b |    5400.0 |        0.59 |   0.104615216134 |           4.0
     Kepler-27c |    5400.0 |        0.59 |   0.168444961959 |           4.9
    Kepler-280b |    5744.0 |        0.89 |  0.0314822672959 |          1.45
    Kepler-280c |    5744.0 |        0.89 |   0.054005793743 |          2.01
    Kepler-281b |    5723.0 |         0.9 |   0.116339322459 |          2.82
    Kepler-281c |    5723.0 |         0.9 |   0.213214156604 |          5.31
    Kepler-282b |    5602.0 |         0.9 |  0.0851659457348 |          1.01
    Kepler-282c |    5602.0 |         0.9 |    0.11056339803 |           1.2
    Kepler-282d |    5602.0 |         0.9 |    0.16474038046 |          2.46
    Kepler-282e |    5602.0 |         0.9 |   0.242663841799 |           3.1
    Kepler-283b |    4351.0 |        0.57 |              nan |          2.13
    Kepler-283c |    4351.0 |        0.57 |              nan |          1.82
    Kepler-284b |    5615.0 |        0.81 |              nan |          2.24
    Kepler-284c |    5615.0 |        0.81 |              nan |          2.61
    Kepler-285b |    5411.0 |        0.81 |  0.0353487338808 |          1.34
    Kepler-285c |    5411.0 |        0.81 |  0.0624620476213 |          1.12
    Kepler-286b |    5580.0 |        0.86 |              nan |          1.24
    Kepler-286c |    5580.0 |        0.86 |              nan |          1.37
    Kepler-286d |    5580.0 |        0.86 |              nan |          1.33
    Kepler-286e |    5580.0 |        0.86 |              nan |          1.77
    Kepler-287b |    5806.0 |        1.03 |              nan |          2.33
    Kepler-287c |    5806.0 |        1.03 |              nan |          3.26
    Kepler-288b |    5918.0 |        1.09 |  0.0628146975426 |          1.67
    Kepler-288c |    5918.0 |        1.09 |   0.135444002085 |          2.85
    Kepler-288d |    5918.0 |        1.09 |   0.277556776181 |          2.67
    Kepler-289b |    5990.0 |         1.0 |   0.213397537349 |          2.15
    Kepler-289c |    5990.0 |         1.0 |   0.504901362877 |         11.59
    Kepler-289d |    5990.0 |         1.0 |   0.328697296091 |          2.68
     Kepler-28b |    4590.0 |         0.7 |   0.058125012141 |           3.6
     Kepler-28c |    4590.0 |         0.7 |  0.0768357344369 |           3.4
    Kepler-290b |    5147.0 |        0.74 |              nan |          2.25
    Kepler-290c |    5147.0 |        0.74 |              nan |           2.7
    Kepler-291b |    6002.0 |        1.02 |  0.0459534662931 |          2.16
    Kepler-291c |    6002.0 |        1.02 |  0.0630580535281 |          1.88
    Kepler-292b |    5299.0 |        0.83 |  0.0352780967316 |          1.32
    Kepler-292c |    5299.0 |        0.83 |  0.0449777649189 |          1.47
    Kepler-292d |    5299.0 |        0.83 |  0.0689750081557 |          2.23
    Kepler-292e |    5299.0 |        0.83 |   0.098162701661 |          2.67
    Kepler-292f |    5299.0 |        0.83 |   0.141965979908 |          2.35
    Kepler-293b |    5804.0 |        0.96 |   0.141024870802 |          3.07
    Kepler-293c |    5804.0 |        0.96 |   0.281001387263 |          3.83
    Kepler-294b |    5913.0 |        0.98 |              nan |          1.77
    Kepler-294c |    5913.0 |        0.98 |              nan |          2.71
    Kepler-295b |    5603.0 |         0.9 |              nan |          1.22
    Kepler-295c |    5603.0 |         0.9 |              nan |          1.17
    Kepler-295d |    5603.0 |         0.9 |              nan |          1.36
    Kepler-296b |    3740.0 |        0.48 |  0.0792220922968 |          1.61
    Kepler-296c |    3740.0 |        0.48 |  0.0524427934922 |           2.0
    Kepler-296d |    3740.0 |        0.48 |    0.11849839721 |          2.09
    Kepler-296e |    3740.0 |        0.48 |   0.170048547409 |          1.53
    Kepler-296f |    3740.0 |        0.48 |     0.2568581077 |           1.8
    Kepler-297b |    5619.0 |        0.92 |              nan |          2.87
    Kepler-297c |    5619.0 |        0.92 |              nan |          6.54
    Kepler-298b |    4465.0 |        0.58 |   0.081144351106 |          1.96
    Kepler-298c |    4465.0 |        0.58 |    0.13679297335 |          1.93
    Kepler-298d |    4465.0 |        0.58 |   0.308019865699 |           2.5
    Kepler-299b |    5617.0 |        1.03 |    0.03963297875 |          1.32
    Kepler-299c |    5617.0 |        1.03 |  0.0701027403079 |          2.65
    Kepler-299d |    5617.0 |        1.03 |   0.118089684616 |          1.86
    Kepler-299e |    5617.0 |        1.03 |   0.220014702745 |          1.87
     Kepler-29b |    5701.0 |        0.93 |   0.092232201095 |          3.35
     Kepler-29c |    5701.0 |        0.93 |   0.109034050814 |          3.14
    Kepler-300b |    5986.0 |         0.9 |  0.0915919369496 |          1.67
    Kepler-300c |    5986.0 |         0.9 |   0.226838578761 |          2.25
    Kepler-301b |    5815.0 |         0.9 |  0.0350053409341 |          1.35
    Kepler-301c |    5815.0 |         0.9 |  0.0584969129279 |          1.35
    Kepler-301d |    5815.0 |         0.9 |   0.108829532143 |          1.75
    Kepler-302b |    5740.0 |        1.22 |              nan |          4.06
    Kepler-302c |    5740.0 |        1.22 |              nan |         12.45
    Kepler-303b |    3944.0 |        0.48 |  0.0255005941223 |          0.89
    Kepler-303c |    3944.0 |        0.48 |  0.0604003211873 |          1.14
    Kepler-304b |    4731.0 |        0.69 |  0.0402254484613 |          2.86
    Kepler-304c |    4731.0 |        0.69 |  0.0553250773451 |          2.17
    Kepler-304d |    4731.0 |        0.69 |  0.0823488085692 |          2.75
    Kepler-304e |    4731.0 |        0.69 |  0.0237920095946 |           1.2
    Kepler-305b |    5100.0 |        0.79 |  0.0555477106426 |           3.6
    Kepler-305c |    5100.0 |        0.79 |  0.0731443527399 |           3.3
    Kepler-305d |    5100.0 |        0.79 |   0.116839583542 |          2.71
    Kepler-306b |    4954.0 |        0.72 |  0.0509926214574 |          1.52
    Kepler-306c |    4954.0 |        0.72 |  0.0685398326834 |          2.35
    Kepler-306d |    4954.0 |        0.72 |   0.122626946071 |          2.47
    Kepler-306e |    4954.0 |        0.72 |   0.231149509305 |          2.27
    Kepler-307b |    5367.0 |        0.81 |  0.0904592185375 |          2.43
    Kepler-307c |    5367.0 |        0.81 |   0.105220432792 |           2.2
    Kepler-308b |    5895.0 |        0.94 |              nan |          2.12
    Kepler-308c |    5895.0 |        0.94 |              nan |          2.16
    Kepler-309b |    4713.0 |        0.72 |              nan |          1.56
    Kepler-309c |    4713.0 |        0.72 |              nan |          2.51
     Kepler-30b |    5498.0 |        0.95 |   0.185481645214 |           3.9
     Kepler-30c |    5498.0 |        0.95 |   0.299943312702 |          12.3
     Kepler-30d |    5498.0 |        0.95 |   0.534116855444 |           8.8
    Kepler-310b |    5797.0 |        0.88 |   0.107306629472 |          1.19
    Kepler-310c |    5797.0 |        0.88 |   0.272825074081 |          3.38
    Kepler-310d |    5797.0 |        0.88 |   0.380114141523 |          2.47
    Kepler-311b |    5905.0 |        1.19 |  0.0874403971526 |           1.7
    Kepler-311c |    5905.0 |        1.19 |   0.145706829073 |          1.43
    Kepler-312b |    6115.0 |        1.47 |  0.0307032462221 |          1.29
    Kepler-312c |    6115.0 |        1.47 |   0.153160516494 |          3.15
    Kepler-313b |    5727.0 |        1.54 |   0.114747116607 |          2.53
    Kepler-313c |    5727.0 |        1.54 |   0.191490766659 |          2.57
    Kepler-314b |    5378.0 |        0.95 |   0.035902187516 |          0.83
    Kepler-314c |    5378.0 |        0.95 |  0.0647472905845 |           2.9
    Kepler-315b |    5796.0 |        1.04 |   0.377881436137 |          3.77
    Kepler-315c |    5796.0 |        1.04 |    0.74395403306 |          4.15
    Kepler-316b |    4204.0 |        0.52 |  0.0271119829555 |          1.06
    Kepler-316c |    4204.0 |        0.52 |  0.0569879064349 |          1.16
    Kepler-317b |    5497.0 |        0.94 |  0.0601074068885 |          2.09
    Kepler-317c |    5497.0 |        0.94 |  0.0818297596249 |          1.72
    Kepler-318b |    5746.0 |        1.19 |  0.0555043908255 |          4.71
    Kepler-318c |    5746.0 |        1.19 |   0.103163028304 |          3.68
    Kepler-319b |    5526.0 |         0.9 |  0.0568685465667 |          1.63
    Kepler-319c |    5526.0 |         0.9 |  0.0775052552978 |          2.63
    Kepler-319d |    5526.0 |         0.9 |   0.213708450786 |          2.29
     Kepler-31b |    6340.0 |        1.22 |   0.158001434323 |           5.5
     Kepler-31c |    6340.0 |        1.22 |   0.254442251729 |           5.3
     Kepler-31d |    6340.0 |        1.22 |   0.411388244664 |           3.9
    Kepler-320b |    6435.0 |        1.11 |              nan |          1.14
    Kepler-320c |    6435.0 |        1.11 |              nan |          1.37
    Kepler-321b |    5740.0 |        1.19 |  0.0567522988448 |          1.77
    Kepler-321c |    5740.0 |        1.19 |     0.1090582679 |          2.32
    Kepler-322b |    5388.0 |        0.89 |  0.0265169063708 |          1.01
    Kepler-322c |    5388.0 |        0.89 |  0.0504267168676 |          1.67
    Kepler-323b |    5987.0 |        1.18 |  0.0284379452544 |          1.43
    Kepler-323c |    5987.0 |        1.18 |  0.0468933155945 |          1.63
    Kepler-324b |    5194.0 |        0.84 |  0.0498507473689 |          1.14
    Kepler-324c |    5194.0 |        0.84 |   0.258576478398 |          3.15
    Kepler-325b |    5752.0 |         1.0 |   0.051246585011 |          2.91
    Kepler-325c |    5752.0 |         1.0 |   0.102006490675 |          2.54
    Kepler-325d |    5752.0 |         1.0 |   0.213762885772 |          2.79
    Kepler-326b |    5105.0 |         0.8 |  0.0333544354055 |          1.52
    Kepler-326c |    5105.0 |         0.8 |  0.0536018733182 |           1.4
    Kepler-326d |    5105.0 |         0.8 |  0.0695301251625 |          1.21
    Kepler-327b |    3799.0 |        0.49 |  0.0299183577837 |          1.11
    Kepler-327c |    3799.0 |        0.49 |   0.048192633517 |          1.03
    Kepler-327d |    3799.0 |        0.49 |  0.0929848597289 |          1.73
    Kepler-328b |    5914.0 |        1.06 |   0.219009046742 |           2.3
    Kepler-328c |    5914.0 |        1.06 |   0.352516420493 |           5.4
    Kepler-329b |    4257.0 |        0.52 |  0.0602178986691 |           1.4
    Kepler-329c |    4257.0 |        0.52 |   0.111494884766 |          1.93
     Kepler-32b |    3900.0 |        0.53 |  0.0532855978928 |           2.2
     Kepler-32c |    3900.0 |        0.53 |  0.0692988158635 |           2.0
     Kepler-32d |    3900.0 |        0.53 |   0.131125154606 |           2.7
     Kepler-32e |    3900.0 |        0.53 |  0.0331522770556 |           1.5
     Kepler-32f |    3900.0 |        0.53 |  0.0133851922466 |          0.82
    Kepler-330b |    5117.0 |        0.72 |  0.0735950912077 |          1.35
    Kepler-330c |    5117.0 |        0.72 |   0.114149695208 |          1.95
    Kepler-331b |    4347.0 |        0.49 |  0.0648917649428 |          1.82
    Kepler-331c |    4347.0 |        0.49 |   0.104490339943 |          1.84
    Kepler-331d |    4347.0 |        0.49 |   0.158006347456 |          1.64
    Kepler-332b |    4955.0 |        0.72 |  0.0703739331331 |          1.17
    Kepler-332c |    4955.0 |        0.72 |   0.115310559045 |          1.09
    Kepler-332d |    4955.0 |        0.72 |   0.191418278127 |          1.18
    Kepler-333b |    4259.0 |        0.53 |  0.0860515659715 |          1.32
    Kepler-333c |    4259.0 |        0.53 |   0.132894171106 |          1.11
    Kepler-334b |    5828.0 |        1.07 |    0.06074540457 |          1.12
    Kepler-334c |    5828.0 |        1.07 |     0.1068300682 |          1.43
    Kepler-334d |    5828.0 |        1.07 |   0.167727158477 |          1.41
    Kepler-335b |    5877.0 |        1.85 |  0.0683526694077 |          3.39
    Kepler-335c |    5877.0 |        1.85 |   0.324384198302 |          3.07
    Kepler-336b |    5867.0 |         1.3 |  0.0301226405475 |          1.02
    Kepler-336c |    5867.0 |         1.3 |  0.0850124465307 |           2.1
    Kepler-336d |    5867.0 |         1.3 |   0.141791922958 |          2.37
    Kepler-337b |    5684.0 |        1.76 |  0.0427205959777 |          1.54
    Kepler-337c |    5684.0 |        1.76 |  0.0877486041968 |          2.05
    Kepler-338b |    5923.0 |        1.74 |   0.115793932924 |          2.44
    Kepler-338c |    5923.0 |        1.74 |   0.169499877737 |          2.34
    Kepler-338d |    5923.0 |        1.74 |   0.253372827851 |           3.0
    Kepler-338e |    5923.0 |        1.74 |   0.089584210384 |          1.56
    Kepler-339b |    5631.0 |         0.8 |  0.0538205347861 |          1.42
    Kepler-339c |    5631.0 |         0.8 |  0.0674790508593 |          1.15
    Kepler-339d |    5631.0 |         0.8 |  0.0888509320909 |          1.17
     Kepler-33b |    5904.0 |        1.82 |  0.0665921195307 |          1.74
     Kepler-33c |    5904.0 |        1.82 |   0.116768900829 |           3.2
     Kepler-33d |    5904.0 |        1.82 |    0.16330723087 |          5.35
     Kepler-33e |    5904.0 |        1.82 |   0.210691712365 |          4.02
     Kepler-33f |    5904.0 |        1.82 |   0.249614679308 |          4.46
    Kepler-340b |    6620.0 |        1.85 |   0.151579565366 |          2.53
    Kepler-340c |    6620.0 |        1.85 |   0.201930600842 |          3.37
    Kepler-341b |    6012.0 |        1.02 |  0.0574955286215 |          1.18
    Kepler-341c |    6012.0 |        1.02 |  0.0767333410732 |           1.7
    Kepler-341d |    6012.0 |        1.02 |    0.17532686561 |          1.85
    Kepler-341e |    6012.0 |        1.02 |   0.233323278551 |          1.99
    Kepler-342b |    6175.0 |        1.47 |    0.12488998051 |          2.25
    Kepler-342c |    6175.0 |        1.47 |    0.17993224858 |          1.96
    Kepler-342d |    6175.0 |        1.47 |   0.236209745025 |          2.49
    Kepler-342e |    6175.0 |        1.47 |  0.0283904256795 |          0.88
    Kepler-343b |    5807.0 |        1.43 |  0.0855718515719 |          2.41
    Kepler-343c |    5807.0 |        1.43 |   0.161354200698 |          2.02
    Kepler-344b |    5774.0 |        0.98 |   0.148158325796 |          2.61
    Kepler-344c |    5774.0 |        0.98 |    0.47377437476 |          2.95
    Kepler-345b |    4504.0 |        0.62 |  0.0624048605079 |          0.74
    Kepler-345c |    4504.0 |        0.62 |  0.0730275469671 |           1.2
    Kepler-346b |    6033.0 |        1.02 |  0.0675356394043 |          2.66
    Kepler-346c |    6033.0 |        1.02 |   0.160487038973 |          3.07
    Kepler-347b |    6088.0 |         1.0 |   0.108464009549 |          1.97
    Kepler-347c |    6088.0 |         1.0 |    0.17982323261 |          1.75
    Kepler-348b |    6177.0 |        1.36 |  0.0754179833955 |          1.52
    Kepler-348c |    6177.0 |        1.36 |   0.136937529816 |          1.33
    Kepler-349b |    5956.0 |        0.93 |  0.0634533459911 |           1.9
    Kepler-349c |    5956.0 |        0.93 |   0.102911423771 |          1.96
     Kepler-34b |    5913.0 |        1.16 |    0.86893696757 |         8.564
    Kepler-350b |    6186.0 |        1.53 |  0.0978844530151 |          1.85
    Kepler-350c |    6186.0 |        1.53 |    0.13363316465 |           3.1
    Kepler-350d |    6186.0 |        1.53 |   0.172318170315 |           2.8
    Kepler-351b |    5643.0 |        0.85 |   0.209185819767 |          3.06
    Kepler-351c |    5643.0 |        0.85 |   0.279560406702 |          3.19
    Kepler-351d |    5643.0 |        0.85 |    0.51357214271 |          2.72
    Kepler-352b |    5212.0 |        0.78 |  0.0842647741593 |          0.86
    Kepler-352c |    5212.0 |        0.78 |   0.116437063317 |          1.24
    Kepler-353b |    3903.0 |         0.5 |  0.0514066254905 |          0.89
    Kepler-353c |    3903.0 |         0.5 |  0.0658968042429 |          1.38
    Kepler-354b |    4648.0 |        0.67 |  0.0526607005843 |          1.84
    Kepler-354c |    4648.0 |        0.67 |   0.111769340732 |          1.31
    Kepler-354d |    4648.0 |        0.67 |   0.141841750582 |          1.24
    Kepler-355b |    6184.0 |        1.07 |  0.0985525899238 |          1.46
    Kepler-355c |    6184.0 |        1.07 |   0.173470027789 |          2.71
    Kepler-356b |    6133.0 |        1.33 |  0.0536700657444 |          1.57
    Kepler-356c |    6133.0 |        1.33 |    0.10775087548 |          1.81
    Kepler-357b |    5036.0 |        0.83 |  0.0625723475244 |          1.84
    Kepler-357c |    5036.0 |        0.83 |   0.118416871216 |          2.67
    Kepler-357d |    5036.0 |        0.83 |   0.242813369695 |          3.43
    Kepler-358b |    5908.0 |        0.95 |   0.202106335426 |          2.72
    Kepler-358c |    5908.0 |        0.95 |   0.367420609556 |          2.85
    Kepler-359b |    6248.0 |        1.09 |   0.173664072258 |          3.53
    Kepler-359c |    6248.0 |        1.09 |   0.298783544433 |           4.3
    Kepler-359d |    6248.0 |        1.09 |   0.362509720482 |          4.01
     Kepler-35b |    5606.0 |        1.03 |   0.486586075043 |          8.16
    Kepler-360b |    6053.0 |        1.06 |  0.0425449411862 |          1.65
    Kepler-360c |    6053.0 |        1.06 |  0.0716289342846 |           2.1
    Kepler-361b |    6169.0 |        1.34 |  0.0832637475995 |          1.45
    Kepler-361c |    6169.0 |        1.34 |     0.2900878086 |          2.52
    Kepler-362b |    5788.0 |        0.72 |   0.085046524023 |          0.88
    Kepler-362c |    5788.0 |        0.72 |   0.202226005881 |          1.45
    Kepler-363b |    5593.0 |        1.49 |  0.0493754382891 |          1.16
    Kepler-363c |    5593.0 |        1.49 |  0.0806270508214 |          1.69
    Kepler-363d |    5593.0 |        1.49 |   0.109467506845 |          2.05
    Kepler-364b |    6108.0 |        1.28 |   0.181287870538 |          1.55
    Kepler-364c |    6108.0 |        1.28 |   0.318595333125 |          2.15
    Kepler-365b |    6012.0 |        1.05 |  0.0944832155082 |          2.04
    Kepler-365c |    6012.0 |        1.05 |   0.132863327553 |          1.64
    Kepler-366b |    6209.0 |        1.05 |  0.0439194467664 |          1.46
    Kepler-366c |    6209.0 |        1.05 |   0.107205112654 |          1.79
    Kepler-367b |    4710.0 |        0.69 |   0.200281281308 |           1.3
    Kepler-367c |    4710.0 |        0.69 |   0.252650321735 |           1.2
    Kepler-368b |    5502.0 |        2.02 |   0.156505264813 |          3.26
    Kepler-368c |    5502.0 |        2.02 |   0.303156928513 |          3.88
    Kepler-369b |    3591.0 |        0.47 |  0.0311436959821 |          1.13
    Kepler-369c |    3591.0 |        0.47 |  0.0963549800034 |          1.41
     Kepler-36b |    5911.0 |        1.63 |   0.115491305115 |         1.486
     Kepler-36c |    5911.0 |        1.63 |   0.128330853927 |         3.679
    Kepler-370b |    5852.0 |         0.9 |  0.0528560718003 |          1.59
    Kepler-370c |    5852.0 |         0.9 |   0.136583808383 |          1.91
    Kepler-371b |    5666.0 |        0.99 |   0.204155660483 |          1.89
    Kepler-371c |    5666.0 |        0.99 |   0.319215523169 |          1.78
    Kepler-372b |    6509.0 |        1.14 |   0.073935265403 |          1.36
    Kepler-372c |    6509.0 |        1.14 |   0.151310195516 |          2.09
    Kepler-372d |    6509.0 |        1.14 |   0.198324837661 |          1.69
    Kepler-373b |    5787.0 |        0.84 |  0.0584484041194 |          1.36
    Kepler-373c |    5787.0 |        0.84 |   0.122162685904 |          1.24
    Kepler-374b |    5977.0 |        0.91 |  0.0282986661649 |          1.03
    Kepler-374c |    5977.0 |        0.91 |  0.0407782254726 |           1.1
    Kepler-374d |    5977.0 |        0.91 |  0.0541843929518 |          1.31
    Kepler-375b |    5826.0 |        0.84 |  0.0993371728859 |          1.45
    Kepler-375c |    5826.0 |        0.84 |   0.138608641542 |          2.65
    Kepler-376b |    5900.0 |        1.18 |   0.057529403663 |          1.07
    Kepler-376c |    5900.0 |        1.18 |   0.116465028205 |          1.79
    Kepler-377b |    5949.0 |        1.22 |   0.101039965638 |          1.39
    Kepler-377c |    5949.0 |        1.22 |   0.168811595687 |          2.06
    Kepler-378b |    4661.0 |        0.67 |   0.123029308309 |          0.75
    Kepler-378c |    4661.0 |        0.67 |   0.181797327112 |           0.7
    Kepler-379b |    6054.0 |        1.31 |   0.148395346058 |          1.66
    Kepler-379c |    6054.0 |        1.31 |   0.317114022998 |          2.29
     Kepler-37b |    5417.0 |        0.77 |   0.102306160115 |          0.32
     Kepler-37c |    5417.0 |        0.77 |   0.139577444572 |          0.75
     Kepler-37d |    5417.0 |        0.77 |   0.211706222535 |          1.94
     Kepler-37e |    5417.0 |        0.77 |   0.250433453721 |           nan
    Kepler-380b |    6045.0 |        1.22 |  0.0495325026787 |          1.19
    Kepler-380c |    6045.0 |        1.22 |  0.0770757815326 |          1.27
    Kepler-381b |    6152.0 |        1.57 |  0.0682593013724 |          0.99
    Kepler-381c |    6152.0 |        1.57 |   0.121645392004 |          1.12
    Kepler-382b |    5600.0 |        0.94 |  0.0549512294478 |          1.32
