# name = name of planet
# star_teff = effective temperature of star [K]
# star_radius = radius of star [solar radii]
# planet_a = semimajor axis of planet's orbit [AU]
# planet_radius = radius of planet [Earth radii]

           name | star_teff | star_radius |         planet_a | planet_radius
   Kepler-1271b |    6143.0 |        1.23 |  0.0426322628777 |          1.48
   Kepler-1272b |    5926.0 |        1.09 |   0.274829262321 |          2.37
   Kepler-1273b |    5566.0 |        0.91 |   0.179356813614 |          2.49
   Kepler-1274b |    6179.0 |        2.17 |  0.0808961668316 |          1.42
   Kepler-1275b |    6296.0 |        1.36 |  0.0497602976933 |          1.48
   Kepler-1276b |    6188.0 |        1.21 |   0.110512077805 |          1.19
   Kepler-1277b |    5578.0 |        0.92 |   0.227289808001 |           1.6
   Kepler-1278b |    6074.0 |        1.16 |  0.0443530584728 |          1.01
   Kepler-1279b |    6221.0 |        1.33 |   0.170949135105 |          1.75
    Kepler-127b |    6106.0 |        1.36 |              nan |           1.4
    Kepler-127c |    6106.0 |        1.36 |              nan |          2.66
    Kepler-127d |    6106.0 |        1.36 |              nan |          2.64
   Kepler-1280b |    6227.0 |        1.32 |   0.341479922633 |          1.87
   Kepler-1281b |    5353.0 |        0.83 |  0.0398485298875 |          1.64
   Kepler-1282b |    5504.0 |        0.89 |  0.0315223416808 |          1.55
   Kepler-1283b |    6175.0 |        1.25 |   0.113348796266 |          1.91
   Kepler-1284b |    5123.0 |        0.79 |  0.0140521353456 |          1.21
   Kepler-1285b |    6170.0 |        1.28 |   0.125316873413 |          0.97
   Kepler-1286b |    5753.0 |        0.98 |  0.0982600591084 |          2.15
   Kepler-1287b |    5715.0 |        0.94 |  0.0982073753274 |          1.54
   Kepler-1288b |    6132.0 |        1.29 |  0.0409229114608 |          1.12
   Kepler-1289b |    6080.0 |        1.17 |  0.0807249008518 |          1.52
    Kepler-128b |    6090.0 |        1.66 |   0.126257878968 |          1.13
    Kepler-128c |    6090.0 |        1.66 |   0.166267111098 |          1.13
   Kepler-1290b |    5660.0 |        0.93 |  0.0539307768008 |          1.42
   Kepler-1291b |    5216.0 |         0.8 |  0.0776759316991 |          1.66
   Kepler-1292b |    5556.0 |        0.93 |  0.0424309869374 |          1.82
   Kepler-1293b |    6241.0 |        1.28 |  0.0650193491095 |          0.97
   Kepler-1294b |    5776.0 |        0.97 |   0.462989519607 |          3.19
   Kepler-1295b |    5486.0 |        0.89 |  0.0464515402768 |          1.55
   Kepler-1296b |    5359.0 |        0.83 |  0.0770865231546 |          0.91
   Kepler-1297b |    5818.0 |        0.99 |  0.0275792078272 |          0.97
   Kepler-1298b |    6339.0 |         2.0 |  0.0820246337746 |          1.31
   Kepler-1299b |    5609.0 |        0.91 |   0.140939366971 |          2.98
    Kepler-129b |    5770.0 |        1.64 |   0.130143111628 |          2.37
    Kepler-129c |    5770.0 |        1.64 |   0.390883621379 |          2.55
     Kepler-12b |    5947.0 |        1.48 |  0.0551770714806 |        19.661
   Kepler-1300b |    6130.0 |        1.79 |   0.168454625053 |          1.37
   Kepler-1301b |    5188.0 |        0.81 |  0.0806821464845 |           1.4
   Kepler-1302b |    5236.0 |        0.82 |   0.079545201941 |          1.43
   Kepler-1303b |    5771.0 |         1.0 |  0.0756267379554 |          1.42
   Kepler-1304b |    5259.0 |        0.81 |   0.118317105845 |          2.29
   Kepler-1305b |    5701.0 |        0.96 |   0.110154308322 |          1.88
   Kepler-1306b |    5727.0 |        0.97 |    0.12492045068 |          1.91
   Kepler-1307b |    5884.0 |        1.08 |   0.137103725011 |          2.47
   Kepler-1308b |    3468.0 |        0.34 |  0.0226432115146 |          0.52
   Kepler-1309b |    5235.0 |         0.8 |   0.174317469418 |          2.37
    Kepler-130b |    5884.0 |        1.13 |  0.0812203568852 |          1.02
    Kepler-130c |    5884.0 |        1.13 |    0.17126663357 |           2.9
    Kepler-130d |    5884.0 |        1.13 |   0.385688126275 |          1.64
   Kepler-1310b |    5549.0 |        0.88 |  0.0146523963974 |          1.44
   Kepler-1311b |    5748.0 |         1.4 |   0.099389423041 |          1.24
   Kepler-1311c |    5748.0 |         1.4 |  0.0369803130513 |          1.22
   Kepler-1312b |    5719.0 |        0.92 |  0.0603798566848 |           2.1
   Kepler-1313b |    5453.0 |        0.85 |  0.0466087049754 |          1.76
   Kepler-1314b |    4188.0 |        0.59 |  0.0509497265725 |          5.11
   Kepler-1315b |    4861.0 |        0.75 |  0.0162137656795 |          1.38
   Kepler-1316b |    5884.0 |        1.12 |   0.392117668074 |          3.54
   Kepler-1317b |    5144.0 |        0.79 |  0.0126243385712 |          1.56
   Kepler-1318b |    4598.0 |         0.7 |   0.628852865347 |          3.11
   Kepler-1319b |    3655.0 |        0.54 |  0.0326970361682 |          1.34
    Kepler-131b |    5685.0 |        1.03 |   0.125538923474 |          2.41
    Kepler-131c |    5685.0 |        1.03 |   0.170709225502 |          0.84
   Kepler-1320b |    4817.0 |        0.74 |  0.0165326970676 |           1.7
   Kepler-1321b |    4094.0 |        0.53 |  0.0794186053303 |          4.92
   Kepler-1321c |    4094.0 |        0.53 |  0.0271675341248 |           2.4
   Kepler-1322b |    5488.0 |        0.87 |  0.0184203048239 |          1.61
   Kepler-1323b |    6169.0 |         1.4 |  0.0196981409654 |          1.52
   Kepler-1324b |    4776.0 |        0.73 |  0.0462568277688 |          1.51
   Kepler-1325b |    5550.0 |        0.91 |   0.199963315726 |          2.86
   Kepler-1326b |    6725.0 |        1.74 |   0.269074798935 |          4.18
   Kepler-1327b |    5885.0 |        1.03 |   0.119196317361 |           1.8
   Kepler-1328b |    5780.0 |        0.99 |  0.0535014692067 |          0.98
   Kepler-1329b |    4500.0 |        0.69 |  0.0777566432618 |          2.17
    Kepler-132b |    6003.0 |        1.18 |              nan |          1.21
    Kepler-132c |    6003.0 |        1.18 |              nan |          1.28
    Kepler-132d |    6003.0 |        1.18 |              nan |          1.55
    Kepler-132e |    6003.0 |        1.18 |              nan |          1.18
   Kepler-1330b |    5608.0 |        0.94 |  0.0905448041558 |          1.65
   Kepler-1331b |    4508.0 |        0.69 |  0.0149759072108 |          1.05
   Kepler-1332b |    5581.0 |         0.9 |   0.100113216701 |          1.37
   Kepler-1333b |    5628.0 |        0.92 |    0.43908230323 |          2.81
   Kepler-1334b |    5614.0 |        0.91 |   0.119898834624 |          2.29
   Kepler-1335b |    4903.0 |        0.74 |  0.0609405307549 |          1.45
   Kepler-1336b |    5512.0 |         1.3 |    0.15590371841 |          1.98
   Kepler-1336c |    5512.0 |         1.3 |  0.0617106072644 |          1.71
   Kepler-1337b |    4523.0 |        0.67 |    0.14615059322 |          2.41
   Kepler-1338b |    5909.0 |        1.05 |   0.018956598121 |          0.92
   Kepler-1339b |    5586.0 |        0.93 |  0.0233141701154 |          0.71
    Kepler-133b |    5736.0 |        1.43 |              nan |          1.76
    Kepler-133c |    5736.0 |        1.43 |              nan |          2.84
   Kepler-1340b |    6331.0 |        1.42 |  0.0161435502955 |          1.55
   Kepler-1341b |    4662.0 |        0.72 |   0.471275527925 |          2.99
   Kepler-1342b |    5527.0 |         0.9 |  0.0324594608574 |          1.66
   Kepler-1343b |    5759.0 |        0.93 |  0.0430792024502 |          1.93
   Kepler-1344b |    5981.0 |        1.13 |   0.057045733859 |          1.84
   Kepler-1345b |    6449.0 |        1.55 |   0.269999479445 |          2.36
   Kepler-1346b |    6133.0 |        1.21 |  0.0462310329369 |          1.58
   Kepler-1347b |    5193.0 |        0.79 |   0.106428397727 |          1.03
   Kepler-1348b |    5911.0 |        1.04 |   0.180924688097 |          1.94
   Kepler-1349b |    6086.0 |        1.28 |  0.0340150640487 |           0.7
    Kepler-134b |    5983.0 |        1.18 |              nan |           2.0
    Kepler-134c |    5983.0 |        1.18 |              nan |          1.26
   Kepler-1350b |    3827.0 |        0.53 |  0.0436749242611 |          2.52
   Kepler-1350c |    3827.0 |        0.53 |  0.0234287449413 |          1.73
   Kepler-1351b |    4439.0 |        0.67 |  0.0163874915453 |          0.65
   Kepler-1352b |    6118.0 |        1.16 |  0.0308360187886 |          0.89
   Kepler-1353b |    4776.0 |        0.72 |   0.151662340605 |           1.8
   Kepler-1354b |    6168.0 |        1.24 |   0.370846394132 |          2.97
   Kepler-1355b |    5352.0 |        0.83 |   0.022214330617 |          1.46
   Kepler-1356b |    5106.0 |        0.78 |  0.0135156558765 |          1.53
   Kepler-1357b |    5597.0 |         0.9 |  0.0398070665058 |          1.28
   Kepler-1358b |    5181.0 |        0.79 |  0.0674180505448 |          1.12
   Kepler-1359b |    4709.0 |        0.72 |   0.274494535476 |          2.83
    Kepler-135b |    6090.0 |        1.27 |              nan |          1.81
    Kepler-135c |    6090.0 |        1.27 |              nan |          1.16
   Kepler-1360b |    6778.0 |        1.83 |   0.264853269857 |           3.4
   Kepler-1361b |    5131.0 |        0.79 |  0.0429958189856 |          0.86
   Kepler-1362b |    4857.0 |        0.74 |   0.480837525683 |           2.6
   Kepler-1363b |    4839.0 |        0.72 |  0.0366605371838 |          1.25
   Kepler-1364b |    6805.0 |        1.79 |    0.12558734661 |          2.15
   Kepler-1365b |    5770.0 |        1.05 |  0.0762950497732 |          0.92
   Kepler-1365c |    5770.0 |        1.05 |  0.0554797518972 |           0.8
   Kepler-1366b |    4070.0 |         0.6 |  0.0279179447361 |          1.43
   Kepler-1367b |    4106.0 |         0.6 |  0.0225764323302 |          0.92
   Kepler-1368b |    5906.0 |        1.08 |  0.0154092164287 |          1.65
   Kepler-1369b |    5761.0 |        0.99 |   0.170588430577 |          2.69
    Kepler-136b |    6165.0 |        1.35 |   0.106416820198 |          2.05
    Kepler-136c |    6165.0 |        1.35 |   0.134208843874 |          1.99
   Kepler-1370b |    6202.0 |        1.29 |   0.154113199933 |          1.84
   Kepler-1370c |    6202.0 |        1.29 |   0.079029864292 |          1.27
   Kepler-1371b |    5361.0 |        0.83 |  0.0426159385512 |          0.73
   Kepler-1371c |    5361.0 |        0.83 |  0.0297039302912 |          0.64
   Kepler-1372b |    5677.0 |        0.97 |  0.0232865320675 |          1.27
   Kepler-1373b |    6299.0 |        1.33 |  0.0247910331252 |          1.16
   Kepler-1374b |    5323.0 |        0.81 |  0.0897331519277 |          2.29
   Kepler-1375b |    6704.0 |        1.78 |  0.0493162647255 |          1.74
   Kepler-1376b |    5659.0 |        0.97 |  0.0591441261527 |          1.05
   Kepler-1377b |    5218.0 |        0.82 |  0.0152354509397 |          1.25
   Kepler-1378b |    4407.0 |        0.67 |  0.0908265706802 |           2.2
   Kepler-1379b |    5188.0 |        0.79 |  0.0169092598554 |           1.3
    Kepler-137b |    5187.0 |         0.8 |              nan |          1.47
    Kepler-137c |    5187.0 |         0.8 |              nan |          1.88
   Kepler-1380b |    5570.0 |        0.94 |  0.0914374981167 |          1.43
   Kepler-1381b |    5747.0 |        0.94 |   0.166713911428 |          2.25
   Kepler-1382b |    6161.0 |        1.72 |   0.139693706125 |          1.88
   Kepler-1383b |    6370.0 |        1.44 |   0.122226836581 |          1.41
   Kepler-1384b |    4919.0 |        0.74 |   0.111304706455 |          1.94
   Kepler-1385b |    5732.0 |        1.29 |  0.0415798053954 |          0.85
   Kepler-1386b |    5733.0 |        1.03 |  0.0702748268239 |          1.24
   Kepler-1387b |    5046.0 |        0.77 |  0.0317204540314 |          0.93
   Kepler-1388b |    4098.0 |        0.61 |  0.0893057588988 |          2.59
   Kepler-1388c |    4098.0 |        0.61 |  0.0524912394065 |          2.26
   Kepler-1388d |    4098.0 |        0.61 |   0.127497609149 |          2.86
   Kepler-1388e |    4098.0 |        0.61 |   0.188362954443 |          2.46
   Kepler-1389b |    5078.0 |        0.74 |   0.390987349302 |          1.77
    Kepler-138b |    3841.0 |        0.44 |  0.0745449492528 |         0.522
    Kepler-138c |    3841.0 |        0.44 |  0.0904411826457 |         1.197
    Kepler-138d |    3841.0 |        0.44 |    0.12757480251 |         1.212
   Kepler-1390b |    5753.0 |        0.98 |  0.0675522843241 |          1.18
   Kepler-1391b |    5840.0 |         1.1 |   0.283726002568 |          1.68
   Kepler-1392b |    5479.0 |        0.85 |    0.11475448893 |          1.96
   Kepler-1393b |    5697.0 |        0.92 |  0.0348950383997 |           0.8
   Kepler-1394b |    6481.0 |        2.55 |  0.0575367543768 |          1.39
   Kepler-1395b |    6138.0 |        1.23 |  0.0500712481605 |           0.8
   Kepler-1396b |    6195.0 |        1.27 |   0.143166513155 |          2.07
   Kepler-1397b |    6026.0 |        1.12 |   0.263919226404 |          1.72
   Kepler-1398b |    6126.0 |        1.18 |  0.0403715976509 |           0.9
   Kepler-1398c |    6126.0 |        1.18 |  0.0525304078662 |          1.03
   Kepler-1399b |    5735.0 |        0.96 |  0.0269207350588 |          1.25
    Kepler-139b |    5594.0 |         1.3 |   0.126246653373 |          2.94
    Kepler-139c |    5594.0 |         1.3 |   0.584404717405 |          3.38
   Kepler-1400b |    5044.0 |        0.78 |  0.0799533607314 |          1.62
   Kepler-1401b |    5964.0 |         1.1 |   0.100183325602 |          1.68
   Kepler-1402b |    5416.0 |        0.87 |  0.0303251244283 |          0.76
   Kepler-1403b |    6060.0 |        1.15 |  0.0607666565708 |          2.14
   Kepler-1404b |    5261.0 |         0.8 |   0.116887676716 |          2.01
   Kepler-1405b |    5925.0 |        1.07 |   0.184366580341 |          3.96
   Kepler-1406b |    5892.0 |        1.12 |   0.102077758443 |           1.1
   Kepler-1407b |    6010.0 |        1.15 |    0.14917088473 |          2.25
   Kepler-1408b |    6170.0 |        1.35 |  0.0433492206138 |          0.89
   Kepler-1409b |    5160.0 |        0.79 |  0.0153787436156 |          1.04
    Kepler-140b |    6077.0 |        1.29 |              nan |          1.61
    Kepler-140c |    6077.0 |        1.29 |              nan |           1.8
   Kepler-1410b |    4092.0 |         0.6 |   0.259538914385 |          1.78
   Kepler-1411b |    5664.0 |        0.92 |    0.37508730419 |          2.82
   Kepler-1412b |    5880.0 |        1.27 |  0.0469873392996 |          0.83
   Kepler-1413b |    5196.0 |         0.8 |   0.103024410324 |          1.82
   Kepler-1414b |    4951.0 |        0.75 |  0.0419966577671 |          1.23
   Kepler-1415b |    5267.0 |        0.84 |  0.0139251344842 |          1.29
   Kepler-1416b |    6019.0 |        1.15 |  0.0263291543269 |          0.88
   Kepler-1417b |    5839.0 |        1.02 |   0.146809922689 |           1.0
   Kepler-1418b |    4770.0 |        0.72 |   0.142830278961 |          1.66
   Kepler-1419b |    5796.0 |        1.01 |    0.23915810959 |          2.86
    Kepler-141b |    4910.0 |        0.79 |  0.0416673028947 |          0.69
    Kepler-141c |    4910.0 |        0.79 |  0.0716707639599 |          1.41
   Kepler-1420b |    5187.0 |        0.79 |  0.0650841938031 |          1.28
   Kepler-1421b |    6335.0 |        1.42 |  0.0764875399642 |          0.93
   Kepler-1422b |    6194.0 |        1.23 |   0.143933011467 |          2.02
   Kepler-1423b |    4939.0 |        0.75 |   0.150308212286 |          1.06
   Kepler-1424b |    5838.0 |        1.07 |   0.188504873588 |          1.16
   Kepler-1425b |    5718.0 |        0.95 |   0.114927390712 |          0.94
   Kepler-1426b |    5831.0 |        1.02 |   0.115800400768 |          1.56
   Kepler-1427b |    5793.0 |        1.01 |  0.0192229358588 |           1.1
   Kepler-1428b |    6184.0 |        1.36 |   0.103002864951 |          1.64
   Kepler-1429b |    5902.0 |        1.07 |  0.0540839394072 |          1.29
    Kepler-142b |    5790.0 |        1.27 |  0.0312041344001 |          1.99
    Kepler-142c |    5790.0 |        1.27 |  0.0551939573404 |          2.86
    Kepler-142d |    5790.0 |        1.27 |   0.234907777368 |          2.16
   Kepler-1430b |    4796.0 |        0.72 |  0.0326852629675 |          1.18
   Kepler-1431b |    5806.0 |        1.03 |  0.0642706749597 |          1.47
   Kepler-1432b |    6031.0 |        1.13 |   0.167126167841 |          2.22
   Kepler-1433b |    6097.0 |        1.19 |  0.0526649351331 |          1.56
   Kepler-1434b |    6291.0 |        2.04 |  0.0893843166703 |          1.11
   Kepler-1435b |    6356.0 |        1.32 |  0.0564369306841 |          0.86
   Kepler-1436b |    5972.0 |        1.09 |  0.0907734137033 |          1.31
   Kepler-1437b |    5557.0 |         0.9 |  0.0940590801622 |          1.37
   Kepler-1438b |    5530.0 |        0.96 |  0.0339376563785 |          0.94
   Kepler-1439b |    3578.0 |        0.43 |  0.0607874888971 |          1.46
    Kepler-143b |    5848.0 |        1.36 |              nan |          2.41
    Kepler-143c |    5848.0 |        1.36 |              nan |          3.37
   Kepler-1440b |    5698.0 |        0.96 |   0.226778285205 |          1.26
   Kepler-1441b |    5802.0 |         1.0 |   0.226713558988 |          1.31
   Kepler-1442b |    6394.0 |        1.44 |     0.4052106146 |          3.93
   Kepler-1443b |    6289.0 |        1.27 |   0.037354110613 |          0.97
   Kepler-1444b |    5810.0 |        1.05 |   0.205017720593 |          2.18
   Kepler-1445b |    6150.0 |        1.26 |  0.0983443293817 |          0.96
   Kepler-1446b |    4865.0 |        0.75 |  0.0142413959539 |          0.82
   Kepler-1447b |    5722.0 |        0.95 |   0.285773445217 |           2.9
   Kepler-1448b |    5774.0 |        0.93 |    0.10232728358 |          1.61
   Kepler-1449b |    5979.0 |         1.1 |   0.112278618185 |          1.68
    Kepler-144b |    6075.0 |        1.24 |  0.0644112623556 |          1.33
    Kepler-144c |    6075.0 |        1.24 |  0.0923560496373 |          1.35
   Kepler-1450b |    4524.0 |        0.68 |    0.25094129362 |          1.71
   Kepler-1451b |    5782.0 |        0.99 |   0.211829164671 |          3.35
   Kepler-1452b |    6101.0 |        2.06 |   0.268931917955 |           2.7
   Kepler-1453b |    5665.0 |        0.94 |   0.252824185301 |          2.67
   Kepler-1454b |    5448.0 |        0.86 |   0.246139401831 |          1.88
   Kepler-1455b |    4075.0 |         0.6 |   0.224248911404 |          2.16
   Kepler-1456b |    4231.0 |        0.62 |   0.116398682863 |          1.14
   Kepler-1457b |    5866.0 |        1.01 |   0.270367929152 |          1.99
   Kepler-1458b |    5653.0 |        0.94 |   0.254886092226 |          2.76
   Kepler-1459b |    4828.0 |        0.74 |    0.28477048272 |          1.36
    Kepler-145b |    6022.0 |        1.85 |   0.173339436077 |          2.65
    Kepler-145c |    6022.0 |        1.85 |   0.262953925787 |          4.32
   Kepler-1460b |    4422.0 |        0.67 |   0.167596266869 |          1.96
   Kepler-1461b |    4919.0 |        0.74 |   0.172100027644 |          2.03
   Kepler-1462b |    5756.0 |         1.0 |   0.318412179905 |          3.82
   Kepler-1463b |    5679.0 |        0.95 |    0.16572454875 |          1.86
   Kepler-1464b |    5828.0 |        1.01 |   0.197603576621 |          1.66
   Kepler-1464c |    5828.0 |        1.01 |  0.0600814509873 |           1.0
   Kepler-1465b |    4726.0 |        0.71 |   0.178537323409 |          1.77
   Kepler-1466b |    5884.0 |        1.02 |   0.194453982628 |          1.55
   Kepler-1467b |    5332.0 |        0.82 |   0.242523249997 |           3.3
   Kepler-1468b |    5893.0 |        1.05 |  0.0808715185157 |          1.73
   Kepler-1468c |    5893.0 |        1.05 |  0.0460932042778 |          1.15
   Kepler-1469b |    5507.0 |        0.89 |   0.148792529155 |           2.8
    Kepler-146b |    5948.0 |        1.21 |              nan |          3.71
    Kepler-146c |    5948.0 |        1.21 |              nan |          3.13
   Kepler-1470b |    4961.0 |        0.76 |   0.116745326371 |          1.07
   Kepler-1471b |    5660.0 |        0.93 |  0.0455058348997 |          1.41
   Kepler-1472b |    6159.0 |        1.25 |   0.232904887845 |           1.9
   Kepler-1473b |    6046.0 |        1.09 |    0.11933604498 |          1.19
   Kepler-1474b |    5870.0 |        1.04 |   0.217862327573 |          2.16
   Kepler-1475b |    6214.0 |        1.28 |   0.390811350686 |          2.92
   Kepler-1476b |    5663.0 |        0.96 |  0.0923524941067 |          1.67
   Kepler-1477b |    5100.0 |        0.78 |  0.0932225164191 |          1.18
   Kepler-1478b |    5904.0 |        1.06 |   0.174354392801 |          1.73
   Kepler-1479b |    5796.0 |        0.98 |   0.116130387866 |          1.83
    Kepler-147b |    6012.0 |        1.47 |   0.106357695276 |          1.53
    Kepler-147c |    6012.0 |        1.47 |   0.203666105117 |          2.43
   Kepler-1480b |    5156.0 |        0.81 |   0.146079868411 |          1.67
   Kepler-1481b |    4908.0 |        0.75 |  0.0595891218761 |          1.23
   Kepler-1482b |    5381.0 |        0.84 |  0.0996583829989 |          1.01
   Kepler-1483b |    6337.0 |         1.4 |  0.0945983323063 |          1.52
   Kepler-1484b |    5730.0 |        0.92 |   0.186918602779 |          2.11
   Kepler-1485b |    6087.0 |        1.12 |   0.148848372682 |          1.47
   Kepler-1486b |    5965.0 |        1.12 |   0.289092911381 |          2.32
   Kepler-1487b |    6541.0 |        1.63 |  0.0821203630178 |          2.13
   Kepler-1488b |    5820.0 |        1.31 |   0.231896900141 |          1.86
   Kepler-1489b |    5655.0 |         0.9 |   0.361338358112 |          1.77
    Kepler-148b |    5272.0 |        0.85 |              nan |           1.8
    Kepler-148c |    5272.0 |        0.85 |              nan |           3.6
    Kepler-148d |    5272.0 |        0.85 |              nan |          8.68
   Kepler-1490b |    5515.0 |        0.87 |   0.386201708401 |          3.04
   Kepler-1491b |    5728.0 |        0.99 |   0.127253336118 |          1.51
   Kepler-1492b |    4712.0 |        0.72 |    0.11741471234 |          1.49
   Kepler-1493b |    5863.0 |        1.29 |   0.121456724945 |          1.41
   Kepler-1494b |    5659.0 |        0.94 |   0.390731974029 |          3.07
   Kepler-1495b |    5831.0 |        1.04 |   0.382818249064 |          2.94
   Kepler-1496b |    6182.0 |        1.27 |   0.333081693336 |          2.22
   Kepler-1497b |    5675.0 |        0.95 |  0.0819097996964 |          1.66
   Kepler-1498b |    5256.0 |        0.81 |   0.245928317091 |          1.33
   Kepler-1499b |    5097.0 |        0.78 |   0.228944227366 |          1.19
    Kepler-149b |    5381.0 |        0.95 |              nan |          4.21
    Kepler-149c |    5381.0 |        0.95 |              nan |          1.61
    Kepler-149d |    5381.0 |        0.95 |              nan |          3.96
     Kepler-14b |    6395.0 |        2.05 |   0.078276680767 |        12.733
   Kepler-1500b |    5845.0 |         1.0 |   0.119179703554 |           1.2
   Kepler-1501b |    6229.0 |         1.3 |   0.123956448091 |          1.56
   Kepler-1502b |    6666.0 |        1.72 |   0.265730407439 |          3.18
   Kepler-1503b |    5069.0 |        0.74 |   0.376438980026 |          2.27
   Kepler-1504b |    5393.0 |        0.81 |   0.350691528116 |          2.13
   Kepler-1505b |    5686.0 |        0.86 |    0.18790516221 |          0.93
   Kepler-1506b |    5676.0 |        0.93 |   0.111903791142 |          1.32
   Kepler-1507b |    5410.0 |        0.85 |   0.119755709444 |          0.84
   Kepler-1508b |    6158.0 |        1.22 |   0.154122435071 |          1.33
   Kepler-1509b |    5780.0 |        0.99 |   0.169217803109 |          1.85
    Kepler-150b |    5560.0 |        0.94 |              nan |          1.25
    Kepler-150c |    5560.0 |        0.94 |              nan |          3.69
    Kepler-150d |    5560.0 |        0.94 |              nan |          2.79
    Kepler-150e |    5560.0 |        0.94 |              nan |          3.12
    Kepler-150f |    5560.0 |        0.94 |    1.27217476547 |          3.64
   Kepler-1510b |    6200.0 |        1.28 |   0.399904530084 |          3.36
   Kepler-1511b |    6064.0 |        1.29 |   0.167894418153 |          1.68
   Kepler-1512b |    4372.0 |        0.67 |   0.131359221577 |          1.18
   Kepler-1513b |    5617.0 |        0.97 |   0.576845886613 |          8.46
   Kepler-1514b |    6251.0 |        1.22 |   0.754827279983 |         11.82
   Kepler-1515b |    6511.0 |        1.41 |   0.764744417612 |          9.55
   Kepler-1516b |    5904.0 |        1.07 |  0.0743213162304 |          1.75
   Kepler-1517b |    7010.0 |        1.95 |   0.071402754757 |          9.76
   Kepler-1518b |    6846.0 |        1.88 |  0.0670491509188 |          3.05
   Kepler-1519b |    5644.0 |        0.91 |   0.741852090798 |          7.06
    Kepler-151b |    5460.0 |        0.83 |   0.112973820828 |          3.06
    Kepler-151c |    5460.0 |        0.83 |   0.155846808345 |          2.09
   Kepler-1520b |    4677.0 |        0.71 |  0.0134471521438 |          5.77
   Kepler-1521b |    5042.0 |        0.76 |   0.238037120997 |           2.5
   Kepler-1522b |    5706.0 |        0.93 |  0.0290656039438 |          1.73
   Kepler-1523b |    5708.0 |        0.96 |  0.0185693104016 |          1.58
   Kepler-1524b |    6179.0 |        1.25 |   0.353405352809 |          3.54
   Kepler-1525b |    5748.0 |        1.04 |  0.0360387380413 |          0.91
   Kepler-1526b |    4601.0 |        0.69 |  0.0437148644279 |          2.43
   Kepler-1527b |    6224.0 |        1.32 |   0.614820638918 |          4.77
   Kepler-1528b |    5857.0 |        1.03 |  0.0291428670393 |          1.46
   Kepler-1529b |    5048.0 |        0.77 |  0.0557155425477 |           2.1
    Kepler-152b |    5088.0 |        0.72 |              nan |          2.79
    Kepler-152c |    5088.0 |        0.72 |              nan |          2.39
   Kepler-1530b |    5477.0 |        0.88 |  0.0358935990995 |          1.64
   Kepler-1530c |    5477.0 |        0.88 |  0.0580128859222 |          1.65
   Kepler-1531b |    6260.0 |        1.27 |   0.022415961826 |          1.11
   Kepler-1532b |    5559.0 |        0.88 |  0.0201267948116 |          1.35
   Kepler-1533b |    6431.0 |        1.51 |   0.977559209318 |          3.46
   Kepler-1534b |    5442.0 |        0.86 |  0.0603970222013 |          1.89
   Kepler-1535b |    6021.0 |        1.11 |   0.538525815647 |          2.55
   Kepler-1536b |    4434.0 |        0.67 |   0.891102546991 |          3.14
   Kepler-1537b |    5079.0 |        0.77 |  0.0233060730713 |          1.18
   Kepler-1538b |    5837.0 |        1.03 |   0.618546489471 |          2.82
   Kepler-1539b |    5176.0 |         0.8 |   0.481754931133 |           2.7
    Kepler-153b |    5404.0 |        0.89 |              nan |          2.92
    Kepler-153c |    5404.0 |        0.89 |              nan |          2.53
   Kepler-1540b |    4540.0 |        0.69 |   0.443415506331 |          2.49
   Kepler-1541b |    5282.0 |        0.81 |  0.0769299549277 |          1.16
   Kepler-1542b |    5564.0 |        0.99 |   0.047903215771 |          0.76
   Kepler-1542c |    5564.0 |        0.99 |  0.0389077559934 |          0.65
   Kepler-1542d |    5564.0 |        0.99 |   0.063236007482 |          0.87
   Kepler-1542e |    5564.0 |        0.99 |  0.0567971795667 |          0.76
   Kepler-1543b |    6561.0 |        1.65 |  0.0796546991308 |          2.71
   Kepler-1544b |    4886.0 |        0.74 |   0.557101242058 |          1.78
   Kepler-1545b |    5201.0 |         0.8 |    0.55243816784 |           2.7
   Kepler-1546b |    5623.0 |        0.93 |   0.139812693112 |          3.13
   Kepler-1547b |    6078.0 |        1.18 |  0.0159119962566 |           0.9
   Kepler-1548b |    5706.0 |        0.97 |   0.487071787617 |          2.64
   Kepler-1549b |    5324.0 |        0.84 |   0.672675122522 |          2.57
    Kepler-154b |    5690.0 |         1.0 |   0.193790738094 |          2.26
    Kepler-154c |    5690.0 |         1.0 |   0.295784617605 |          2.95
    Kepler-154d |    5690.0 |         1.0 |    0.14120183071 |          3.84
    Kepler-154e |    5690.0 |         1.0 |  0.0468921667702 |           1.5
    Kepler-154f |    5690.0 |         1.0 |  0.0868875073883 |           1.5
   Kepler-1550b |    5991.0 |        1.11 |   0.741600908283 |          3.02
   Kepler-1551b |    6136.0 |        1.22 |   0.172406214482 |          2.66
   Kepler-1552b |    5202.0 |        0.78 |   0.601268582488 |          2.47
   Kepler-1553b |    5288.0 |        0.81 |   0.048573639388 |          1.15
   Kepler-1554b |    5297.0 |        0.81 |   0.627342434651 |           2.9
   Kepler-1555b |    5866.0 |        1.06 |  0.0799868701883 |          1.61
   Kepler-1556b |    5608.0 |        0.95 |  0.0827260084535 |          1.96
   Kepler-1557b |    6099.0 |        1.17 |  0.0488148782164 |          1.53
   Kepler-1558b |    5101.0 |        0.79 |  0.0424259802923 |          0.68
