# These data come from 
# wavelength = in micron
# albedo = reflectivity at this wavelength
#
wavelength |       albedo
 1.3609999 |    0.2030254
     1.362 |   0.20188816
     1.363 |   0.20072147
     1.364 |   0.19952258
     1.365 |   0.19827993
 1.3660001 |   0.19698049
     1.367 |   0.19561052
     1.368 |   0.19415267
     1.369 |   0.19258961
      1.37 |   0.19091074
 1.3710001 |   0.18912067
     1.372 |   0.18722585
     1.373 |   0.18522726
     1.374 |   0.18311508
     1.375 |   0.18087673
     1.376 |    0.1785018
     1.377 |    0.1759817
     1.378 |   0.17330746
 1.3789999 |   0.17047757
      1.38 |   0.16750155
     1.381 |   0.16439214
     1.382 |   0.16116171
     1.383 |   0.15782014
 1.3839999 |   0.15437853
     1.385 |   0.15084383
     1.386 |   0.14721748
     1.387 |   0.14350049
     1.388 |   0.13969886
 1.3890001 |    0.1358351
      1.39 |   0.13193199
     1.391 |   0.12801364
     1.392 |   0.12410383
     1.393 |    0.1202252
 1.3940001 |   0.11639826
     1.395 |   0.11263375
     1.396 |   0.10894218
     1.397 |   0.10532911
     1.398 |   0.10178731
     1.399 |  0.098309703
       1.4 |  0.094896361
     1.401 |  0.091568373
     1.402 |  0.088349663
     1.403 |  0.085253388
     1.404 |   0.08227291
     1.405 |  0.079397485
     1.406 |  0.076617956
 1.4069999 |  0.073926769
     1.408 |  0.071315579
     1.409 |   0.06877894
      1.41 |  0.066314034
     1.411 |  0.063919559
 1.4119999 |  0.061595462
     1.413 |  0.059344094
     1.414 |  0.057169355
     1.415 |  0.055070851
     1.416 |  0.053042039
 1.4170001 |  0.051075455
     1.418 |  0.049164023
     1.419 |  0.047304533
      1.42 |  0.045493126
     1.421 |  0.043729421
 1.4220001 |  0.042019185
     1.423 |  0.040368382
     1.424 |  0.038780447
     1.425 |   0.03725056
     1.426 |  0.035773452
     1.427 |  0.034345996
     1.428 |  0.032969311
     1.429 |  0.031645834
 1.4299999 |  0.030376002
     1.431 |  0.029157856
     1.432 |  0.027988875
     1.433 |  0.026865412
     1.434 |  0.025782451
 1.4349999 |  0.024734287
     1.436 |  0.023718484
     1.437 |   0.02273909
     1.438 |  0.021800747
     1.439 |  0.020907361
 1.4400001 |  0.020060079
     1.441 |  0.019259995
     1.442 |  0.018506205
     1.443 |  0.017793188
     1.444 |  0.017115213
 1.4450001 |  0.016468076
     1.446 |  0.015852109
     1.447 |  0.015268158
     1.448 |  0.014716767
     1.449 |  0.014198451
      1.45 |  0.013713434
     1.451 |  0.013260128
     1.452 |  0.012832435
 1.4529999 |  0.012423527
     1.454 |  0.012029555
     1.455 |  0.011652609
     1.456 |  0.011295786
     1.457 |  0.010963016
 1.4579999 |  0.010660015
     1.459 |  0.010392889
      1.46 |  0.010161628
     1.461 | 0.0099529801
     1.462 | 0.0097519448
 1.4630001 | 0.0095491735
     1.464 | 0.0093482155
     1.465 | 0.0091542657
     1.466 | 0.0089712851
     1.467 | 0.0088002812
 1.4680001 |  0.008641813
     1.469 | 0.0084950561
      1.47 | 0.0083558355
     1.471 |  0.008219678
     1.472 | 0.0080861021
     1.473 |  0.007963581
     1.474 | 0.0078618955
     1.475 | 0.0077854362
     1.476 |  0.007726857
     1.477 | 0.0076771993
     1.478 |  0.007630059
     1.479 | 0.0075847479
      1.48 | 0.0075413259
 1.4809999 | 0.0074994476
     1.482 | 0.0074578598
     1.483 | 0.0074151461
     1.484 | 0.0073714573
     1.485 | 0.0073303059
 1.4859999 | 0.0072956961
     1.487 | 0.0072696526
     1.488 | 0.0072498834
     1.489 | 0.0072334991
      1.49 | 0.0072192647
 1.4910001 | 0.0072095655
     1.492 | 0.0072073014
     1.493 | 0.0072137555
     1.494 | 0.0072266925
     1.495 | 0.0072434056
 1.4960001 | 0.0072618644
     1.497 | 0.0072816322
     1.498 | 0.0073024733
     1.499 |  0.007324235
       1.5 | 0.0073470045
     1.501 | 0.0073708761
     1.502 |  0.007394921
     1.503 | 0.0074160104
 1.5039999 |  0.007430715
     1.505 | 0.0074389828
     1.506 |   0.00744831
     1.507 | 0.0074671921
     1.508 | 0.0074996781
 1.5089999 | 0.0075398246
      1.51 |  0.007580399
     1.511 | 0.0076163686
     1.512 | 0.0076476946
     1.513 | 0.0076750363
 1.5140001 | 0.0077005685
     1.515 | 0.0077298614
     1.516 | 0.0077689462
     1.517 | 0.0078187063
     1.518 | 0.0078686317
 1.5190001 | 0.0079066837
      1.52 | 0.0079277158
     1.521 | 0.0079419231
     1.522 | 0.0079615656
     1.523 |  0.007993035
     1.524 | 0.0080296658
     1.525 | 0.0080630612
     1.526 | 0.0080900537
     1.527 | 0.0081191715
     1.528 | 0.0081605203
     1.529 | 0.0082187001
      1.53 |  0.008286112
     1.531 | 0.0083535286
 1.5319999 | 0.0084147984
     1.533 | 0.0084707309
     1.534 | 0.0085230581
     1.535 | 0.0085738841
     1.536 | 0.0086261611
 1.5369999 | 0.0086829253
     1.538 | 0.0087461285
     1.539 | 0.0088152597
      1.54 | 0.0088894749
     1.541 | 0.0089672897
 1.5420001 |  0.009045762
     1.543 | 0.0091218343
     1.544 | 0.0091937389
     1.545 | 0.0092628291
     1.546 | 0.0093308194
 1.5470001 | 0.0094001582
     1.548 |  0.009474921
     1.549 | 0.0095593557
      1.55 | 0.0096545378
     1.551 | 0.0097543597
     1.552 | 0.0098517351
     1.553 | 0.0099430168
     1.554 |  0.010032007
 1.5549999 |  0.010123571
     1.556 |  0.010220503
     1.557 |  0.010321084
     1.558 |  0.010423003
     1.559 |  0.010525291
 1.5599999 |  0.010630131
     1.561 |  0.010740081
     1.562 |  0.010856183
     1.563 |   0.01097618
     1.564 |   0.01109728
 1.5650001 |  0.011217383
     1.566 |  0.011335805
     1.567 |  0.011452025
     1.568 |  0.011568042
     1.569 |  0.011691257
 1.5700001 |  0.011829852
     1.571 |  0.011985977
     1.572 |   0.01214863
     1.573 |  0.012305036
     1.574 |  0.012447947
     1.575 |  0.012582575
     1.576 |  0.012715751
     1.577 |  0.012852928
 1.5779999 |  0.012996484
     1.579 |  0.013148293
      1.58 |  0.013307415
     1.581 |  0.013466479
     1.582 |  0.013617244
 1.5829999 |  0.013757084
     1.584 |  0.013895645
     1.585 |  0.014044287
     1.586 |  0.014208551
     1.587 |  0.014381147
 1.5880001 |  0.014553134
     1.589 |  0.014718158
      1.59 |  0.014875902
     1.591 |  0.015026846
     1.592 |  0.015173502
 1.5930001 |  0.015323075
     1.594 |  0.015483256
     1.595 |  0.015656048
     1.596 |  0.015830472
     1.597 |  0.015993819
     1.598 |  0.016138701
     1.599 |  0.016269477
       1.6 |  0.016392166
     1.601 |  0.016512536
     1.602 |  0.016635863
     1.603 |  0.016767349
     1.604 |  0.016908722
     1.605 |  0.017053884
 1.6059999 |  0.017195717
     1.607 |  0.017329341
     1.608 |  0.017454917
     1.609 |  0.017573321
      1.61 |  0.017686864
 1.6109999 |   0.01780111
     1.612 |  0.017922061
     1.613 |  0.018051734
     1.614 |  0.018183226
     1.615 |   0.01830847
 1.6160001 |  0.018422939
     1.617 |  0.018529912
     1.618 |  0.018633861
     1.619 |  0.018738152
      1.62 |  0.018843932
 1.6210001 |  0.018951984
     1.622 |  0.019063013
     1.623 |   0.01917758
     1.624 |  0.019296089
     1.625 |  0.019418348
     1.626 |  0.019542489
     1.627 |  0.019666476
     1.628 |  0.019789224
 1.6289999 |  0.019911675
      1.63 |  0.020035084
     1.631 |  0.020160433
     1.632 |  0.020287981
     1.633 |  0.020417979
 1.6339999 |  0.020551123
     1.635 |  0.020689111
     1.636 |  0.020833729
     1.637 |  0.020984538
     1.638 |  0.021136092
 1.6390001 |  0.021282222
      1.64 |  0.021420375
     1.641 |  0.021555904
     1.642 |  0.021695208
     1.643 |  0.021842826
 1.6440001 |  0.021999005
     1.645 |  0.022163434
     1.646 |  0.022334917
     1.647 |  0.022510491
     1.648 |  0.022686945
     1.649 |  0.022861961
      1.65 |  0.023035279
     1.651 |   0.02320686
     1.652 |  0.023375772
     1.653 |  0.023539275
     1.654 |  0.023694219
     1.655 |  0.023840377
     1.656 |  0.023983613
 1.6569999 |  0.024130698
     1.658 |  0.024286482
     1.659 |  0.024451399
      1.66 |   0.02462532
     1.661 |  0.024806103
 1.6619999 |  0.024987342
     1.663 |  0.025162065
     1.664 |  0.025328659
     1.665 |  0.025497718
     1.666 |  0.025681295
 1.6670001 |  0.025882952
     1.668 |  0.026087105
     1.669 |  0.026275529
      1.67 |  0.026440162
     1.671 |  0.026595179
 1.6720001 |  0.026757836
     1.673 |  0.026937198
     1.674 |  0.027123988
     1.675 |  0.027306577
     1.676 |  0.027478235
     1.677 |  0.027643347
     1.678 |  0.027807796
     1.679 |  0.027976735
 1.6799999 |  0.028153908
     1.681 |  0.028342711
     1.682 |  0.028543053
     1.683 |  0.028747058
     1.684 |  0.028945718
 1.6849999 |  0.029133767
     1.686 |  0.029313963
     1.687 |  0.029490106
     1.688 |  0.029667236
     1.689 |  0.029852601
 1.6900001 |  0.030053837
     1.691 |  0.030271986
     1.692 |  0.030493317
     1.693 |  0.030702289
     1.694 |  0.030890414
 1.6950001 |  0.031065436
     1.696 |    0.0312372
     1.697 |  0.031413145
     1.698 |  0.031595312
     1.699 |  0.031784844
       1.7 |  0.031979382
     1.701 |  0.032168161
     1.702 |  0.032339305
 1.7029999 |  0.032488946
     1.704 |  0.032630853
     1.705 |  0.032781161
     1.706 |  0.032949116
     1.707 |  0.033128485
 1.7079999 |  0.033311028
     1.709 |  0.033490442
      1.71 |  0.033664804
     1.711 |  0.033832785
     1.712 |  0.033993673
 1.7130001 |  0.034148153
     1.714 |  0.034297194
     1.715 |  0.034441888
     1.716 |  0.034584008
     1.717 |    0.0347252
 1.7180001 |  0.034866311
     1.719 |  0.035005983
      1.72 |  0.035142582
     1.721 |   0.03527575
     1.722 |   0.03540786
     1.723 |   0.03554178
     1.724 |  0.035678215
     1.725 |  0.035813279
     1.726 |   0.03594245
     1.727 |  0.036063172
     1.728 |  0.036176957
     1.729 |  0.036286045
      1.73 |  0.036391534
 1.7309999 |  0.036492296
     1.732 |  0.036586944
     1.733 |  0.036675461
     1.734 |  0.036760803
     1.735 |  0.036846463
 1.7359999 |   0.03693499
     1.737 |  0.037026994
     1.738 |  0.037122905
     1.739 |  0.037220776
      1.74 |  0.037313506
 1.7410001 |   0.03739332
     1.742 |  0.037454993
     1.743 |  0.037498698
     1.744 |  0.037525449
     1.745 |  0.037538875
 1.7460001 |  0.037548654
     1.747 |  0.037565183
     1.748 |   0.03759386
     1.749 |  0.037628852
      1.75 |  0.037662927
     1.751 |  0.037692878
     1.752 |  0.037725117
     1.753 |  0.037767097
 1.7539999 |  0.037819475
     1.755 |  0.037867632
     1.756 |  0.037894838
     1.757 |  0.037894998
     1.758 |  0.037885759
 1.7589999 |  0.037887823
      1.76 |  0.037912939
     1.761 |  0.037952453
     1.762 |  0.037995163
     1.763 |  0.038034305
 1.7640001 |  0.038073543
     1.765 |  0.038117848
     1.766 |  0.038169026
     1.767 |  0.038221575
     1.768 |  0.038269009
 1.7690001 |  0.038309786
      1.77 |  0.038353093
     1.771 |  0.038409457
     1.772 |  0.038482901
     1.773 |  0.038562678
     1.774 |  0.038635973
     1.775 |  0.038700849
     1.776 |  0.038779322
     1.777 |  0.038896546
     1.778 |  0.039063763
     1.779 |  0.039260793
      1.78 |  0.039463408
     1.781 |  0.039653279
 1.7819999 |  0.039825566
     1.783 |  0.039977387
     1.784 |  0.040114876
     1.785 |  0.040264908
     1.786 |  0.040456757
 1.7869999 |  0.040681716
     1.788 |  0.040846162
     1.789 |  0.040844914
      1.79 |  0.040634666
     1.791 |  0.040320102
 1.7920001 |  0.040027831
     1.793 |  0.039851166
     1.794 |  0.039797172
     1.795 |  0.039859053
     1.796 |    0.0400206
 1.7970001 |  0.040238675
     1.798 |  0.040465564
     1.799 |  0.040663633
       1.8 |  0.040826328
     1.801 |  0.040952761
     1.802 |  0.041049227
     1.803 |  0.041145105
     1.804 |   0.04127454
 1.8049999 |  0.041464034
     1.806 |  0.041712653
     1.807 |   0.04201334
     1.808 |  0.042353921
     1.809 |  0.042701658
 1.8099999 |  0.043019038
     1.811 |  0.043276876
     1.812 |  0.043480717
     1.813 |  0.043645408
     1.814 |  0.043784924
 1.8150001 |   0.04391057
     1.816 |  0.044032577
     1.817 |  0.044155791
     1.818 |  0.044258285
     1.819 |  0.044309702
 1.8200001 |  0.044289242
     1.821 |  0.044225916
     1.822 |  0.044165459
     1.823 |  0.044149037
     1.824 |  0.044191714
     1.825 |  0.044299282
     1.826 |  0.044472419
     1.827 |  0.044678979
 1.8279999 |  0.044874456
     1.829 |  0.045017511
      1.83 |  0.045090556
     1.831 |  0.045085646
     1.832 |   0.04500014
 1.8329999 |  0.044869509
     1.834 |  0.044746574
     1.835 |  0.044676922
     1.836 |  0.044648308
     1.837 |  0.044620279
 1.8380001 |  0.044555936
     1.839 |  0.044451665
      1.84 |  0.044321112
     1.841 |  0.044177189
     1.842 |  0.044024143
 1.8430001 |  0.043861188
     1.844 |  0.043685302
     1.845 |  0.043469127
     1.846 |  0.043170594
     1.847 |  0.042752285
     1.848 |  0.042230725
     1.849 |  0.041658245
      1.85 |  0.041085303
     1.851 |  0.040537119
     1.852 |  0.040021088
     1.853 |  0.039541524
     1.854 |  0.039067626
     1.855 |  0.038541764
 1.8559999 |  0.037909277
     1.857 |  0.037170917
     1.858 |   0.03637157
     1.859 |  0.035556085
      1.86 |   0.03474072
 1.8609999 |  0.033917498
     1.862 |  0.033077992
     1.863 |  0.032219656
     1.864 |  0.031345949
     1.865 |  0.030460216
 1.8660001 |  0.029567046
     1.867 |  0.028671741
     1.868 |  0.027779007
     1.869 |  0.026883915
      1.87 |  0.025970243
 1.8710001 |  0.025022479
     1.872 |  0.024040461
     1.873 |  0.023041803
     1.874 |  0.022045469
     1.875 |  0.021069026
     1.876 |   0.02012926
     1.877 |   0.01924251
     1.878 |  0.018411625
 1.8789999 |  0.017622428
      1.88 |  0.016859293
     1.881 |  0.016110349
     1.882 |  0.015368586
     1.883 |  0.014627379
 1.8839999 |  0.013897546
     1.885 |   0.01321536
     1.886 |  0.012619055
     1.887 |  0.012115268
     1.888 |  0.011659325
 1.8890001 |  0.011202357
      1.89 |  0.010721758
     1.891 |  0.010241237
     1.892 | 0.0097890273
     1.893 | 0.0093813762
 1.8940001 | 0.0090124775
     1.895 | 0.0086739035
     1.896 | 0.0083573135
     1.897 | 0.0080543002
     1.898 | 0.0077564083
     1.899 |   0.00746261
       1.9 |  0.007187645
     1.901 | 0.0069484594
     1.902 | 0.0067561259
     1.903 |  0.006607994
     1.904 | 0.0064994958
     1.905 | 0.0064191343
     1.906 | 0.0063380348
 1.9069999 | 0.0062246299
     1.908 | 0.0060626119
     1.909 | 0.0058775856
      1.91 | 0.0057021389
     1.911 | 0.0055570682
 1.9119999 | 0.0054279785
     1.913 | 0.0052939979
     1.914 | 0.0051429812
     1.915 | 0.0049904506
     1.916 | 0.0048575155
 1.9170001 | 0.0047597443
     1.918 | 0.0046934583
     1.919 | 0.0046508801
      1.92 | 0.0046244622
     1.921 | 0.0046077231
 1.9220001 | 0.0045944173
     1.923 | 0.0045783878
     1.924 | 0.0045538647
     1.925 | 0.0045151683
     1.926 | 0.0044595166
     1.927 | 0.0043969355
     1.928 | 0.0043409467
     1.929 |  0.004303162
 1.9299999 | 0.0042858855
     1.931 | 0.0042886771
     1.932 | 0.0043106568
     1.933 | 0.0043488373
     1.934 | 0.0043995073
 1.9349999 | 0.0044583231
     1.936 | 0.0045171888
     1.937 | 0.0045666923
     1.938 | 0.0045975624
     1.939 | 0.0046011768
 1.9400001 | 0.0045691682
     1.941 | 0.0044965763
     1.942 | 0.0044009113
     1.943 | 0.0043088151
     1.944 |  0.004244932
 1.9450001 | 0.0042188698
     1.946 | 0.0042336741
     1.947 | 0.0042895637
     1.948 | 0.0043648751
     1.949 | 0.0044275345
      1.95 | 0.0044487189
     1.951 | 0.0044278698
     1.952 | 0.0043788748
 1.9529999 | 0.0043155933
     1.954 | 0.0042507672
     1.955 | 0.0041964753
     1.956 | 0.0041629476
     1.957 | 0.0041410062
 1.9579999 | 0.0041100113
     1.959 | 0.0040524076
      1.96 | 0.0039837747
     1.961 | 0.0039392975
     1.962 | 0.0039508301
 1.9630001 |  0.004013211
     1.964 | 0.0040994314
     1.965 | 0.0041829143
     1.966 | 0.0042441185
     1.967 | 0.0042676954
 1.9680001 | 0.0042411545
     1.969 | 0.0041808449
      1.97 | 0.0041201306
     1.971 | 0.0040896125
     1.972 |  0.004088684
     1.973 | 0.0040983418
     1.974 | 0.0041008662
     1.975 | 0.0040942812
     1.976 | 0.0040858914
     1.977 | 0.0040826621
     1.978 | 0.0040868791
     1.979 | 0.0040980503
      1.98 | 0.0041152099
 1.9809999 | 0.0041327192
     1.982 | 0.0041422118
     1.983 | 0.0041362429
     1.984 | 0.0041174041
     1.985 | 0.0040942021
 1.9859999 | 0.0040754015
     1.987 | 0.0040716212
     1.988 | 0.0040945667
     1.989 | 0.0041540381
      1.99 | 0.0042401254
 1.9910001 | 0.0043312591
     1.992 | 0.0044067823
     1.993 | 0.0044572367
     1.994 | 0.0044797082
     1.995 | 0.0044719484
 1.9960001 | 0.0044375923
     1.997 | 0.0043837465
     1.998 | 0.0043174052
     1.999 | 0.0042442041
       2.0 | 0.0041689221
 2.0009999 | 0.0040967874
 2.0020001 |  0.004037377
     2.003 | 0.0040029036
 2.0039999 | 0.0040041767
 2.0050001 | 0.0040375292
     2.006 | 0.0040907376
     2.007 | 0.0041514318
 2.0079999 | 0.0042068572
 2.0090001 | 0.0042440384
      2.01 | 0.0042521218
 2.0109999 | 0.0042426935
 2.0120001 | 0.0042405319
     2.013 | 0.0042671547
 2.0139999 |   0.00430864
 2.0150001 |  0.004330168
     2.016 | 0.0043007904
     2.017 | 0.0042323917
 2.0179999 | 0.0041621211
 2.0190001 | 0.0041244025
      2.02 | 0.0041222125
 2.0209999 | 0.0041399091
 2.0220001 | 0.0041631884
     2.023 | 0.0041935286
 2.0239999 | 0.0042417948
 2.0250001 |  0.004316038
     2.026 | 0.0043940335
     2.027 | 0.0044357618
 2.0280001 | 0.0044058003
     2.029 | 0.0043184846
      2.03 |  0.004217607
 2.0309999 | 0.0041439813
 2.0320001 | 0.0041045006
     2.033 | 0.0040860618
 2.0339999 |  0.004076994
 2.0350001 | 0.0040835273
     2.036 | 0.0041224435
 2.0369999 | 0.0042071193
 2.0380001 | 0.0043144859
     2.039 | 0.0043999627
      2.04 | 0.0044212304
 2.0409999 | 0.0043630041
 2.0420001 | 0.0042257896
     2.043 | 0.0040150238
 2.0439999 |  0.003783351
 2.0450001 | 0.0036113341
     2.046 | 0.0035715294
 2.0469999 | 0.0036486674
 2.0480001 | 0.0037758294
     2.049 | 0.0038893998
      2.05 | 0.0039666942
 2.0510001 |  0.004009298
     2.052 |  0.004019727
     2.053 | 0.0040072445
 2.0539999 | 0.0039850953
 2.0550001 | 0.0039660507
     2.056 | 0.0039575794
 2.0569999 | 0.0039639887
 2.0580001 | 0.0039882381
     2.059 | 0.0040196623
 2.0599999 | 0.0040395358
 2.0610001 | 0.0040317271
     2.062 | 0.0040078466
     2.063 | 0.0039958768
 2.0639999 | 0.0040222351
 2.0650001 | 0.0040950314
     2.066 | 0.0042114984
 2.0669999 | 0.0043666693
 2.0680001 | 0.0045336983
     2.069 | 0.0046728747
 2.0699999 | 0.0047480026
 2.0710001 | 0.0047620884
     2.072 | 0.0047411588
     2.073 | 0.0047104075
 2.0739999 | 0.0046831183
     2.075 | 0.0046655666
     2.076 | 0.0046627377
 2.0769999 | 0.0046672095
 2.0780001 | 0.0046642609
     2.079 | 0.0046401722
 2.0799999 | 0.0045926562
 2.0810001 | 0.0045261653
     2.082 | 0.0044463277
 2.0829999 | 0.0043703667
 2.0840001 | 0.0043222546
     2.085 | 0.0043232352
     2.086 | 0.0043650749
 2.0869999 | 0.0044221627
 2.0880001 | 0.0044707907
     2.089 | 0.0045092828
 2.0899999 | 0.0045489199
 2.0910001 | 0.0046006781
     2.092 | 0.0046703471
 2.0929999 | 0.0047606095
 2.0940001 | 0.0048720748
     2.095 | 0.0049839802
     2.096 | 0.0050628469
 2.0969999 | 0.0050805821
     2.098 | 0.0050653093
     2.099 | 0.0050783898
 2.0999999 | 0.0051728538
 2.1010001 | 0.0053114081
     2.102 | 0.0054035028
 2.1029999 | 0.0053686141
 2.1040001 | 0.0052376864
     2.105 | 0.0051073581
 2.1059999 | 0.0050671715
 2.1070001 | 0.0051233456
     2.108 | 0.0052330419
     2.109 | 0.0053539714
 2.1099999 | 0.0054556192
 2.1110001 | 0.0055145393
     2.112 | 0.0055120811
 2.1129999 | 0.0054785619
 2.1140001 | 0.0054731527
     2.115 | 0.0055492478
 2.1159999 | 0.0056961146
 2.1170001 | 0.0058652591
     2.118 | 0.0060111163
     2.119 | 0.0061238226
 2.1199999 | 0.0062144585
 2.1210001 | 0.0062932079
     2.122 | 0.0063571651
 2.1229999 |  0.006395678
 2.1240001 | 0.0064007384
     2.125 | 0.0063921558
 2.1259999 | 0.0064061936
 2.1270001 | 0.0064749597
     2.128 | 0.0065856483
 2.1289999 | 0.0066989404
 2.1300001 | 0.0067790565
     2.131 | 0.0068309763
     2.132 | 0.0068837008
 2.1329999 | 0.0069645927
 2.1340001 | 0.0070814979
     2.135 | 0.0072307186
 2.1359999 | 0.0074071372
 2.1370001 |  0.007593473
     2.138 | 0.0077652079
 2.1389999 | 0.0079005733
 2.1400001 | 0.0080070207
     2.141 | 0.0081093358
     2.142 | 0.0082288915
 2.1429999 |  0.008348993
 2.1440001 | 0.0084306514
     2.145 |  0.008439512
 2.1459999 | 0.0083922995
 2.1470001 | 0.0083358921
     2.148 | 0.0083158575
 2.1489999 | 0.0083601018
 2.1500001 | 0.0084860539
     2.151 | 0.0087060845
     2.152 | 0.0089813992
 2.1530001 | 0.0092427842
     2.154 | 0.0094275214
     2.155 | 0.0095420005
 2.1559999 | 0.0096333763
 2.1570001 | 0.0097443517
     2.158 | 0.0098654786
 2.1589999 | 0.0099565713
 2.1600001 | 0.0099826194
     2.161 |  0.009967206
 2.1619999 | 0.0099684447
 2.1630001 |  0.010040752
     2.164 |  0.010196316
     2.165 |  0.010422426
 2.1659999 |  0.010703844
 2.1670001 |  0.011004621
     2.168 |  0.011276424
 2.1689999 |  0.011475649
 2.1700001 |  0.011608524
     2.171 |  0.011710943
 2.1719999 |  0.011817191
 2.1730001 |  0.011941303
     2.174 |  0.012085526
     2.175 |  0.012250405
 2.1760001 |  0.012420639
     2.177 |  0.012571739
     2.178 |  0.012682778
 2.1789999 |  0.012771335
 2.1800001 |  0.012877575
     2.181 |  0.013037808
 2.1819999 |  0.013244881
 2.1830001 |  0.013465715
     2.184 |  0.013667378
 2.1849999 |  0.013820382
 2.1860001 |  0.013897093
     2.187 |  0.013876458
     2.188 |  0.013803212
 2.1889999 |  0.013760992
 2.1900001 |  0.013825131
     2.191 |  0.013987606
 2.1919999 |  0.014194673
 2.1930001 |   0.01439584
     2.194 |  0.014574277
 2.1949999 |  0.014730266
 2.1960001 |  0.014864546
     2.197 |  0.014981865
     2.198 |  0.015088771
 2.1989999 |  0.015190864
       2.2 |  0.015287053
     2.201 |  0.015373257
 2.2019999 |  0.015448097
 2.2030001 |  0.015527685
     2.204 |  0.015635336
 2.2049999 |  0.015787525
 2.2060001 |  0.015958153
     2.207 |  0.016105147
 2.2079999 |  0.016196873
 2.2090001 |  0.016261145
      2.21 |  0.016346587
     2.211 |    0.0164904
 2.2119999 |  0.016670054
 2.2130001 |  0.016843392
     2.214 |  0.016976969
 2.2149999 |  0.017078415
 2.2160001 |  0.017167563
     2.217 |  0.017260505
 2.2179999 |  0.017356321
 2.2190001 |  0.017449396
      2.22 |  0.017535061
     2.221 |  0.017613208
 2.2219999 |  0.017684814
     2.223 |   0.01775153
     2.224 |  0.017817896
 2.2249999 |  0.017889172
 2.2260001 |  0.017965142
     2.227 |  0.018026976
 2.2279999 |  0.018051708
 2.2290001 |  0.018032109
      2.23 |  0.018011706
 2.2309999 |  0.018044224
 2.2320001 |  0.018160051
     2.233 |  0.018319512
     2.234 |  0.018470045
 2.2349999 |  0.018574903
 2.2360001 |  0.018641176
     2.237 |  0.018683555
 2.2379999 |  0.018719189
 2.2390001 |  0.018771788
      2.24 |   0.01886585
 2.2409999 |  0.019000033
 2.2420001 |  0.019111125
     2.243 |  0.019127162
     2.244 |  0.019026343
 2.2449999 |  0.018897362
 2.2460001 |   0.01884339
     2.247 |  0.018912211
 2.2479999 |  0.019038564
 2.2490001 |  0.019143496
      2.25 |  0.019179834
 2.2509999 |  0.019160906
 2.2520001 |  0.019106714
     2.253 |  0.019034067
 2.2539999 |  0.018953959
 2.2550001 |  0.018876733
     2.256 |  0.018807894
     2.257 |  0.018744877
 2.2579999 |  0.018684285
 2.2590001 |   0.01862081
      2.26 |   0.01854608
 2.2609999 |  0.018451689
 2.2620001 |  0.018342324
     2.263 |   0.01824142
 2.2639999 |  0.018173283
 2.2650001 |  0.018140415
     2.266 |  0.018116221
     2.267 |  0.018072477
 2.2679999 |  0.017993052
 2.2690001 |  0.017877052
      2.27 |   0.01772476
 2.2709999 |  0.017541995
 2.2720001 |  0.017341113
     2.273 |  0.017134707
 2.2739999 |  0.016929001
 2.2750001 |  0.016723337
     2.276 |  0.016517254
     2.277 |  0.016317982
 2.2780001 |   0.01614082
     2.279 |  0.016000411
      2.28 |  0.015891299
 2.2809999 |  0.015788918
 2.2820001 |  0.015669063
     2.283 |  0.015528205
 2.2839999 |  0.015380845
 2.2850001 |  0.015241011
     2.286 |  0.015105629
 2.2869999 |  0.014957354
 2.2880001 |  0.014779881
     2.289 |  0.014578762
      2.29 |  0.014376394
 2.2909999 |  0.014194237
 2.2920001 |  0.014037137
     2.293 |  0.013898221
 2.2939999 |  0.013770195
 2.2950001 |  0.013645475
     2.296 |  0.013516336
 2.2969999 |  0.013374557
 2.2980001 |  0.013207006
     2.299 |  0.012997445
       2.3 |  0.012732998
 2.3010001 |  0.012432794
     2.302 |   0.01213459
     2.303 |  0.011874412
 2.3039999 |  0.011668519
 2.3050001 |  0.011522713
     2.306 |   0.01143762
 2.3069999 |  0.011370317
 2.3080001 |  0.011256234
     2.309 |  0.011042945
 2.3099999 |  0.010773423
 2.3110001 |  0.010534653
     2.312 |  0.010399194
     2.313 |  0.010335957
 2.3139999 |  0.010269031
 2.3150001 |  0.010135058
     2.316 | 0.0099533927
 2.3169999 | 0.0097763017
 2.3180001 | 0.0096488772
     2.319 | 0.0095729874
 2.3199999 | 0.0095345108
 2.3210001 | 0.0095160613
     2.322 | 0.0094826808
     2.323 | 0.0093934424
 2.3239999 | 0.0092186788
     2.325 | 0.0089860531
     2.326 | 0.0087415837
 2.3269999 | 0.0085252086
 2.3280001 | 0.0083489288
     2.329 | 0.0082165552
 2.3299999 | 0.0081280293
 2.3310001 | 0.0080661187
     2.332 | 0.0080089765
 2.3329999 | 0.0079379464
 2.3340001 | 0.0078468863
     2.335 | 0.0077327802
     2.336 | 0.0076031238
 2.3369999 | 0.0075068832
 2.3380001 | 0.0075034378
     2.339 |   0.00762353
 2.3399999 | 0.0077828909
 2.3410001 | 0.0078686168
     2.342 |  0.007801882
 2.3429999 |  0.007640433
 2.3440001 |  0.007476076
     2.345 | 0.0073816581
     2.346 | 0.0073542078
 2.3469999 | 0.0073717036
     2.348 | 0.0074088047
     2.349 | 0.0074267765
 2.3499999 | 0.0073835142
 2.3510001 | 0.0072547565
     2.352 | 0.0070874654
 2.3529999 | 0.0069465404
 2.3540001 | 0.0068772398
     2.355 | 0.0068468037
 2.3559999 | 0.0068029761
 2.3570001 | 0.0067099547
