pressure | temperature |   density | altitude
 0.00669 |      149.25 |  0.015353 |   112.11
 0.00673 |      149.05 |  0.015438 |   111.96
 0.00675 |      148.97 |  0.015532 |    111.8
 0.00678 |      148.88 |  0.015646 |   111.65
 0.00681 |      148.76 |  0.015749 |   111.49
 0.00684 |      148.62 |  0.015788 |   111.34
 0.00687 |      148.39 |  0.015899 |   111.18
 0.00695 |      148.05 |  0.016071 |   110.86
 0.00698 |      147.94 |  0.016175 |   110.69
 0.00702 |      147.52 |   0.01629 |    110.5
 0.00706 |      147.38 |  0.016441 |   110.29
  0.0071 |      147.18 |  0.016579 |   110.07
 0.00715 |      146.88 |  0.016621 |   109.83
  0.0072 |      146.65 |  0.016729 |   109.57
 0.00726 |      146.41 |  0.017056 |    109.3
 0.00732 |      146.27 |  0.017062 |   109.02
 0.00738 |      146.21 |  0.017173 |   108.73
 0.00744 |      146.23 |  0.017307 |   108.42
  0.0075 |      146.23 |   0.01745 |   108.12
 0.00757 |      146.01 |  0.017731 |    107.8
 0.00764 |      145.91 |  0.017724 |   107.48
 0.00771 |      146.15 |   0.01792 |   107.15
 0.00779 |      146.12 |  0.018174 |   106.82
 0.00787 |       146.2 |  0.018135 |   106.48
 0.00794 |      146.32 |  0.018392 |   106.15
 0.00802 |      145.64 |  0.018918 |   105.81
  0.0081 |      145.06 |  0.018996 |   105.46
 0.00818 |      144.68 |  0.019193 |   105.12
 0.00826 |      144.01 |  0.019456 |   104.78
 0.00834 |      143.67 |  0.019751 |   104.43
 0.00843 |      143.33 |  0.019963 |   104.09
 0.00851 |      143.21 |  0.020081 |   103.75
  0.0086 |      143.06 |  0.020418 |    103.4
 0.00869 |      143.21 |  0.020499 |   103.06
 0.00887 |      143.24 |  0.020979 |   102.34
 0.00896 |      143.01 |  0.021158 |    102.0
 0.00905 |      142.97 |   0.02134 |   101.67
 0.00914 |      143.09 |  0.021523 |   101.33
 0.00923 |      143.23 |  0.021584 |    101.0
 0.00932 |      142.96 |  0.021836 |   100.66
 0.00941 |      142.35 |  0.022272 |   100.33
 0.00951 |      141.95 |  0.022699 |    100.0
  0.0096 |      141.68 |  0.022924 |   99.675
 0.00969 |       141.2 |  0.023114 |   99.348
 0.00979 |      141.27 |   0.02337 |   99.023
 0.00988 |       141.4 |  0.023547 |   98.699
 0.00997 |       141.4 |  0.023793 |   98.378
 0.01007 |      141.49 |  0.024116 |   98.057
 0.01017 |      141.59 |  0.024339 |   97.739
 0.01026 |      141.58 |  0.024522 |   97.422
 0.01036 |      141.02 |  0.024794 |   97.106
 0.01046 |      140.79 |  0.025197 |   96.792
 0.01066 |      140.62 |  0.025621 |   96.145
 0.01076 |      140.24 |  0.025959 |   95.836
 0.01086 |      139.88 |  0.026226 |    95.53
 0.01096 |      139.83 |  0.026551 |   95.224
 0.01106 |       139.4 |  0.026842 |   94.921
 0.01116 |      139.14 |  0.027019 |   94.619
 0.01127 |      138.98 |  0.027357 |   94.319
 0.01137 |      138.61 |  0.027807 |   94.021
 0.01147 |      138.15 |  0.028132 |   93.724
 0.01157 |      137.76 |  0.028339 |   93.429
 0.01167 |      137.65 |  0.028603 |   93.136
 0.01178 |      137.65 |  0.028884 |   92.845
 0.01188 |      137.41 |  0.029156 |   92.556
 0.01199 |       137.1 |  0.029493 |   92.268
  0.0121 |      137.13 |  0.029735 |   91.981
  0.0122 |      137.07 |  0.030106 |   91.696
 0.01231 |      137.23 |  0.030382 |   91.413
 0.01242 |      137.39 |  0.030449 |   91.131
 0.01253 |       137.3 |  0.030722 |    90.85
 0.01265 |       136.9 |  0.031156 |   90.569
 0.01275 |      136.86 |  0.031447 |   90.289
 0.01286 |      136.93 |  0.031694 |   90.011
 0.01298 |      136.74 |  0.031965 |   89.735
  0.0131 |      136.29 |   0.03244 |   89.459
 0.01321 |       136.0 |  0.032814 |   89.185
 0.01331 |      135.72 |  0.033098 |   88.912
 0.01343 |      135.64 |  0.033268 |   88.641
 0.01366 |      135.56 |  0.033812 |   88.081
 0.01378 |      135.11 |  0.034021 |   87.815
  0.0139 |      134.49 |  0.034818 |   87.551
 0.01401 |      133.65 |  0.035416 |   87.288
 0.01412 |      132.96 |  0.035739 |   87.026
 0.01424 |      132.97 |  0.036179 |   86.766
 0.01435 |       132.9 |  0.036468 |   86.507
 0.01447 |      132.67 |    0.0367 |    86.25
 0.01459 |      132.57 |  0.037101 |   85.994
 0.01471 |      132.47 |  0.037491 |   85.739
 0.01483 |      132.31 |  0.037754 |   85.485
 0.01495 |       132.2 |  0.038002 |   85.232
 0.01507 |      132.02 |  0.038256 |   84.981
  0.0152 |      131.52 |  0.038704 |   84.731
 0.01532 |       131.0 |  0.039329 |   84.482
 0.01545 |      130.58 |  0.039668 |   84.234
 0.01557 |       130.1 |  0.040291 |   83.988
  0.0157 |       129.9 |  0.040691 |   83.743
 0.01596 |      129.61 |  0.041396 |   83.229
 0.01608 |       129.1 |  0.041873 |   82.989
 0.01621 |      128.62 |  0.042556 |   82.749
 0.01634 |      128.37 |  0.042872 |   82.511
 0.01647 |      128.35 |  0.043182 |   82.274
  0.0166 |      128.06 |  0.043706 |   82.038
 0.01673 |      127.89 |  0.044179 |   81.804
 0.01686 |      127.79 |   0.04444 |    81.57
   0.017 |      127.77 |  0.044913 |   81.338
 0.01713 |      127.69 |  0.045283 |   81.107
 0.01726 |       127.5 |  0.045619 |   80.878
  0.0174 |      127.26 |  0.046153 |    80.65
 0.01753 |       126.7 |  0.046612 |   80.423
 0.01767 |      125.95 |  0.047177 |   80.198
 0.01781 |      125.75 |  0.047781 |   79.973
 0.01794 |      125.23 |  0.048214 |    79.75
 0.01808 |      125.01 |  0.048752 |   79.528
 0.01821 |      124.91 |  0.049347 |   79.307
 0.01835 |      124.68 |  0.049717 |   79.087
 0.01849 |      124.45 |  0.050177 |   78.867
 0.01863 |       124.1 |  0.050667 |   78.648
 0.01877 |      123.71 |  0.051183 |   78.431
 0.01891 |      123.38 |  0.051828 |   78.214
 0.01906 |      122.93 |  0.052398 |   77.999
 0.01921 |      122.22 |  0.053235 |   77.785
 0.01935 |      121.35 |  0.054039 |   77.572
 0.01949 |      120.77 |  0.054626 |    77.36
  0.0198 |      120.46 |  0.055598 |   76.899
 0.01994 |      120.34 |  0.056091 |   76.694
 0.02009 |      120.23 |   0.05641 |    76.49
 0.02024 |      120.18 |  0.056985 |   76.286
 0.02039 |       119.6 |  0.057876 |   76.084
 0.02054 |      118.57 |  0.058718 |   75.883
 0.02068 |      117.98 |  0.059428 |   75.682
 0.02083 |      117.87 |  0.059803 |   75.483
 0.02099 |       117.9 |  0.060239 |   75.285
 0.02114 |      117.92 |   0.06061 |   75.088
 0.02129 |      117.81 |  0.061287 |    74.89
 0.02145 |      117.39 |  0.061947 |   74.693
  0.0216 |      116.81 |  0.062552 |   74.498
 0.02176 |      116.42 |  0.063195 |   74.303
 0.02192 |      116.11 |  0.063913 |   74.109
 0.02208 |      115.88 |  0.064508 |   73.916
 0.02224 |       115.6 |  0.065098 |   73.724
 0.02239 |      115.16 |  0.065706 |   73.533
 0.02274 |      114.84 |   0.06704 |    73.13
  0.0229 |      114.57 |  0.067819 |   72.942
 0.02306 |       114.1 |  0.068507 |   72.755
 0.02323 |       113.8 |  0.068971 |   72.569
 0.02339 |      113.42 |  0.069821 |   72.383
 0.02356 |      112.86 |  0.070866 |   72.199
 0.02373 |      112.36 |  0.071576 |   72.016
 0.02389 |      112.08 |  0.072251 |   71.834
 0.02406 |       111.7 |  0.073059 |   71.652
 0.02423 |       110.8 |  0.074001 |   71.472
 0.02441 |      110.21 |   0.07501 |   71.292
 0.02458 |      108.97 |  0.076351 |   71.113
 0.02476 |      107.69 |  0.077658 |   70.935
 0.02494 |      107.04 |  0.078584 |   70.759
 0.02512 |      106.47 |  0.079627 |   70.584
  0.0253 |      105.91 |  0.080745 |   70.411
 0.02548 |      105.65 |  0.081387 |   70.238
 0.02565 |       105.4 |  0.081983 |   70.067
 0.02584 |       105.2 |  0.082849 |   69.896
 0.02601 |      104.93 |  0.083601 |   69.727
 0.02619 |      104.65 |    0.0844 |   69.559
 0.02636 |      104.43 |  0.084988 |   69.391
 0.02656 |      103.94 |  0.086189 |   69.225
 0.02674 |      103.09 |  0.087506 |   69.059
 0.02693 |      102.77 |  0.088319 |   68.894
 0.02711 |      102.51 |  0.089232 |   68.731
 0.02729 |      102.35 |  0.089945 |   68.568
 0.02769 |      101.62 |  0.091891 |    68.22
 0.02787 |      101.05 |   0.09288 |    68.06
 0.02807 |      100.07 |  0.094307 |   67.902
 0.02827 |      99.432 |   0.09564 |   67.745
 0.02846 |      98.922 |  0.096755 |   67.588
 0.02865 |      98.368 |  0.097602 |   67.433
 0.02886 |      97.652 |  0.099115 |   67.278
 0.02906 |      96.831 |   0.10081 |   67.125
 0.02925 |      96.328 |   0.10184 |   66.973
 0.02945 |       95.77 |   0.10323 |   66.821
 0.02966 |      95.144 |   0.10471 |    66.67
 0.02985 |      93.823 |    0.1068 |    66.52
 0.03006 |      93.299 |   0.10831 |   66.372
 0.03027 |      92.935 |   0.10954 |   66.224
 0.03048 |       92.56 |   0.11081 |   66.077
 0.03069 |      91.997 |   0.11222 |   65.932
  0.0309 |      91.503 |   0.11361 |   65.787
 0.03111 |      91.212 |   0.11487 |   65.643
 0.03157 |      90.261 |   0.11786 |   65.335
 0.03178 |      89.664 |   0.11933 |   65.195
   0.032 |      89.061 |   0.12098 |   65.056
 0.03222 |      88.448 |   0.12261 |   64.918
 0.03244 |      87.817 |   0.12422 |   64.781
 0.03267 |      87.261 |   0.12597 |   64.645
 0.03289 |      86.886 |    0.1274 |    64.51
 0.03312 |      86.421 |   0.12881 |   64.375
 0.03335 |      86.023 |   0.13026 |   64.241
 0.03358 |      85.374 |    0.1322 |   64.108
 0.03381 |      84.724 |   0.13392 |   63.975
 0.03404 |      84.193 |   0.13584 |   63.844
 0.03427 |      83.514 |   0.13772 |   63.713
 0.03451 |      82.805 |   0.13968 |   63.583
 0.03475 |      82.456 |   0.14151 |   63.453
 0.03499 |      82.182 |   0.14305 |   63.325
 0.03522 |      81.965 |   0.14429 |   63.198
 0.03546 |      81.478 |   0.14612 |   63.071
  0.0357 |      81.229 |   0.14763 |   62.945
 0.03595 |      80.834 |   0.14928 |    62.82
 0.03619 |      80.623 |   0.15082 |   62.696
 0.03644 |      80.418 |    0.1521 |   62.572
 0.03669 |       80.18 |   0.15358 |   62.449
 0.03693 |      79.889 |    0.1551 |   62.327
 0.03718 |      79.604 |   0.15661 |   62.205
 0.03742 |      79.332 |   0.15806 |   62.084
 0.03768 |      79.034 |    0.1596 |   61.963
 0.03823 |      78.397 |   0.16309 |   61.707
 0.03849 |      78.114 |   0.16468 |   61.587
 0.03874 |      77.881 |    0.1663 |   61.469
 0.03899 |      77.774 |   0.16803 |   61.351
 0.03925 |      77.558 |   0.16932 |   61.233
 0.03951 |      77.354 |   0.17087 |   61.116
 0.03977 |       77.24 |   0.17232 |     61.0
 0.04004 |      77.173 |   0.17375 |   60.884
 0.04031 |      77.121 |   0.17501 |   60.769
 0.04056 |      77.096 |   0.17646 |   60.654
 0.04083 |      76.957 |   0.17751 |   60.541
 0.04109 |      76.675 |   0.17913 |   60.428
 0.04136 |      76.554 |   0.18082 |   60.315
 0.04162 |      76.448 |   0.18231 |   60.203
 0.04189 |      76.158 |   0.18365 |   60.091
 0.04217 |      75.733 |   0.18566 |    59.98
 0.04244 |      75.472 |   0.18784 |    59.87
 0.04272 |       75.38 |   0.18955 |    59.76
  0.0433 |      75.172 |   0.19277 |   59.525
 0.04359 |      75.073 |   0.19424 |   59.415
 0.04386 |       75.08 |   0.19585 |   59.307
 0.04414 |      75.148 |   0.19697 |   59.198
 0.04442 |      75.195 |   0.19804 |    59.09
  0.0447 |      75.134 |    0.1992 |   58.983
 0.04499 |      75.043 |   0.20049 |   58.875
 0.04528 |       74.94 |   0.20194 |   58.769
 0.04558 |      74.855 |   0.20335 |   58.662
 0.04585 |      74.787 |   0.20512 |   58.556
 0.04614 |      74.595 |   0.20665 |   58.451
 0.04643 |      74.376 |   0.20833 |   58.346
  0.0467 |      74.178 |   0.21037 |   58.241
 0.04699 |      74.074 |   0.21216 |   58.137
 0.04728 |      73.976 |   0.21388 |   58.033
 0.04758 |      73.867 |   0.21526 |    57.93
 0.04786 |      73.771 |   0.21702 |   57.827
 0.04817 |      73.741 |   0.21842 |   57.725
 0.04845 |      73.705 |   0.22028 |   57.622
 0.04875 |      73.578 |   0.22151 |   57.521
 0.04905 |      73.465 |   0.22303 |   57.419
 0.04935 |      73.441 |   0.22493 |   57.318
 0.04965 |      73.429 |   0.22639 |   57.217
 0.04995 |      73.321 |   0.22777 |   57.117
 0.05025 |      73.212 |   0.22944 |   57.017
 0.05055 |      73.107 |   0.23119 |   56.917
 0.05086 |      73.021 |    0.2328 |   56.818
 0.05152 |      72.847 |   0.23643 |   56.606
 0.05183 |      72.787 |   0.23808 |   56.508
 0.05214 |      72.784 |   0.23973 |    56.41
 0.05244 |      72.768 |   0.24132 |   56.312
 0.05276 |      72.734 |   0.24265 |   56.214
 0.05306 |      72.664 |    0.2443 |   56.117
 0.05338 |      72.649 |   0.24584 |    56.02
 0.05369 |      72.573 |   0.24741 |   55.924
   0.054 |      72.572 |   0.24913 |   55.827
 0.05432 |       72.53 |   0.25056 |   55.732
 0.05464 |      72.468 |   0.25208 |   55.636
 0.05495 |      72.409 |   0.25376 |   55.541
 0.05527 |      72.377 |   0.25554 |   55.446
 0.05559 |      72.349 |   0.25712 |   55.352
 0.05592 |      72.279 |   0.25857 |   55.258
 0.05625 |      72.187 |   0.26022 |   55.164
 0.05656 |      72.102 |   0.26218 |    55.07
 0.05688 |      72.028 |   0.26405 |   54.977
 0.05758 |       71.84 |   0.26786 |   54.778
 0.05791 |      71.804 |   0.26971 |   54.685
 0.05824 |      71.814 |   0.27145 |   54.593
 0.05856 |      71.813 |   0.27309 |   54.501
 0.05889 |      71.813 |   0.27463 |   54.409
 0.05922 |      71.775 |   0.27617 |   54.317
 0.05954 |      71.717 |   0.27788 |   54.226
 0.05988 |       71.67 |   0.27954 |   54.135
 0.06022 |      71.636 |   0.28122 |   54.044
 0.06056 |      71.594 |   0.28292 |   53.954
  0.0609 |      71.534 |   0.28456 |   53.864
 0.06124 |      71.479 |   0.28641 |   53.775
 0.06157 |      71.389 |   0.28836 |   53.686
 0.06191 |      71.371 |    0.2902 |   53.598
 0.06226 |      71.411 |   0.29189 |   53.509
 0.06259 |      71.377 |    0.2935 |   53.421
 0.06292 |      71.353 |   0.29523 |   53.333
 0.06326 |      71.321 |   0.29693 |   53.246
 0.06361 |      71.289 |   0.29852 |   53.159
 0.06395 |      71.259 |   0.30022 |   53.071
  0.0643 |      71.221 |   0.30203 |   52.985
 0.06465 |      71.199 |   0.30382 |   52.898
   0.065 |      71.209 |   0.30552 |   52.812
 0.06536 |      71.188 |   0.30715 |   52.726
  0.0657 |      71.228 |   0.30884 |    52.64
 0.06605 |      71.254 |   0.31057 |   52.554
  0.0664 |       71.26 |   0.31202 |   52.469
 0.06714 |      71.119 |   0.31577 |   52.286
 0.06749 |      71.136 |   0.31772 |   52.201
 0.06785 |       71.14 |   0.31947 |   52.116
 0.06821 |      71.127 |   0.32103 |   52.032
 0.06857 |      71.125 |   0.32272 |   51.948
 0.06894 |       71.14 |   0.32439 |   51.864
 0.06929 |      71.132 |    0.3261 |    51.78
 0.06965 |      71.114 |   0.32791 |   51.696
 0.07002 |      71.079 |   0.32957 |   51.613
 0.07038 |      71.027 |   0.33136 |    51.53
 0.07073 |      71.011 |   0.33338 |   51.447
  0.0711 |      70.945 |   0.33532 |   51.364
 0.07148 |      70.904 |   0.33703 |   51.282
 0.07185 |      70.889 |     0.339 |   51.199
 0.07221 |      70.894 |   0.34101 |   51.117
 0.07258 |      70.883 |   0.34287 |   51.036
 0.07294 |      70.857 |   0.34459 |   50.954
 0.07331 |      70.849 |   0.34647 |   50.873
 0.07412 |      70.816 |   0.35031 |   50.699
 0.07449 |      70.796 |   0.35221 |   50.618
 0.07487 |      70.786 |    0.3541 |   50.537
 0.07525 |      70.806 |    0.3559 |   50.457
 0.07562 |      70.851 |   0.35771 |   50.377
