  pressure | temperature |    density | altitude
 0.0011629 |     194.133 |  0.0031332 |   18.024
 0.0011689 |     194.215 |  0.0031479 |   17.972
 0.0011748 |     194.426 |  0.0031605 |   17.921
 0.0011808 |     194.155 |  0.0031809 |    17.87
 0.0011868 |     194.945 |  0.0031841 |   17.819
 0.0011927 |     194.823 |  0.0032021 |   17.768
 0.0011987 |      195.03 |  0.0032148 |   17.718
 0.0012047 |     195.162 |  0.0032286 |   17.667
 0.0012107 |     195.167 |  0.0032446 |   17.617
 0.0012167 |      195.34 |  0.0032579 |   17.567
 0.0012227 |     195.587 |  0.0032698 |   17.516
 0.0012288 |     195.732 |  0.0032835 |   17.467
 0.0012348 |      195.62 |  0.0033015 |   17.417
 0.0012408 |      196.19 |  0.0033081 |   17.367
 0.0012469 |     196.175 |  0.0033245 |   17.318
  0.001253 |     195.988 |  0.0033438 |   17.268
  0.001259 |     195.923 |  0.0033612 |   17.219
 0.0012651 |     196.063 |   0.003375 |    17.17
 0.0012712 |     196.651 |  0.0033812 |   17.121
 0.0012773 |     196.649 |  0.0033974 |   17.072
 0.0012835 |     196.805 |   0.003411 |   17.023
 0.0012896 |     196.785 |  0.0034277 |   16.974
 0.0012957 |     196.474 |  0.0034494 |   16.926
 0.0013019 |     196.656 |  0.0034627 |   16.878
 0.0013081 |     197.144 |  0.0034705 |   16.829
 0.0013143 |     197.608 |  0.0034787 |   16.781
 0.0013204 |     197.372 |  0.0034992 |   16.733
 0.0013266 |     197.268 |  0.0035175 |   16.685
 0.0013329 |     197.293 |  0.0035336 |   16.637
 0.0013391 |     197.252 |  0.0035508 |   16.589
 0.0013454 |     197.527 |  0.0035624 |   16.542
 0.0013516 |     198.197 |  0.0035669 |   16.494
 0.0013579 |     197.571 |  0.0035948 |   16.446
 0.0013642 |     197.172 |  0.0036188 |   16.399
 0.0013705 |     197.498 |  0.0036295 |   16.352
 0.0013768 |     197.883 |  0.0036392 |   16.305
 0.0013832 |     197.817 |  0.0036571 |   16.258
 0.0013895 |      198.26 |  0.0036657 |   16.211
 0.0013959 |     198.146 |  0.0036846 |   16.164
 0.0014022 |     197.784 |  0.0037082 |   16.117
 0.0014086 |     198.287 |  0.0037157 |    16.07
  0.001415 |     198.349 |  0.0037314 |   16.023
 0.0014215 |     198.393 |  0.0037475 |   15.977
 0.0014279 |     197.811 |  0.0037756 |    15.93
 0.0014344 |     197.804 |  0.0037929 |   15.884
 0.0014409 |       198.7 |  0.0037928 |   15.838
 0.0014474 |     198.474 |  0.0038142 |   15.791
 0.0014539 |     198.017 |  0.0038403 |   15.745
 0.0014604 |     198.139 |  0.0038552 |   15.699
  0.001467 |      197.93 |  0.0038766 |   15.653
 0.0014736 |     197.737 |  0.0038978 |   15.607
 0.0014802 |     197.451 |  0.0039209 |   15.561
 0.0014868 |     198.016 |  0.0039273 |   15.515
 0.0014935 |     197.886 |  0.0039474 |    15.47
 0.0015001 |     196.738 |  0.0039882 |   15.424
 0.0015069 |     196.627 |  0.0040084 |   15.378
 0.0015136 |     196.381 |  0.0040314 |   15.333
 0.0015204 |     196.225 |  0.0040527 |   15.287
 0.0015272 |      196.73 |  0.0040603 |   15.242
  0.001534 |     198.038 |  0.0040514 |   15.196
 0.0015408 |      198.47 |  0.0040604 |   15.151
 0.0015476 |     197.836 |  0.0040914 |   15.106
 0.0015544 |      197.93 |  0.0041075 |   15.061
 0.0015612 |     197.754 |  0.0041293 |   15.016
 0.0015681 |     196.709 |  0.0041696 |   14.971
 0.0015751 |     197.264 |  0.0041762 |   14.926
  0.001582 |     197.443 |  0.0041908 |   14.881
 0.0015889 |     197.796 |  0.0042017 |   14.836
 0.0015959 |     197.303 |  0.0042307 |   14.791
 0.0016029 |     196.714 |   0.004262 |   14.746
   0.00161 |     197.418 |  0.0042655 |   14.702
  0.001617 |     197.568 |  0.0042809 |   14.657
 0.0016241 |     196.419 |  0.0043248 |   14.612
 0.0016312 |     195.999 |  0.0043531 |   14.568
 0.0016384 |     196.705 |  0.0043565 |   14.523
 0.0016455 |     196.887 |  0.0043715 |   14.479
 0.0016527 |     195.825 |  0.0044144 |   14.434
   0.00166 |     194.823 |  0.0044566 |    14.39
 0.0016673 |     194.577 |  0.0044819 |   14.346
 0.0016746 |     195.209 |   0.004487 |   14.301
  0.001682 |     194.898 |  0.0045139 |   14.257
 0.0016894 |     195.223 |  0.0045261 |   14.213
 0.0016968 |     194.799 |  0.0045558 |   14.169
 0.0017042 |     195.702 |  0.0045546 |   14.125
 0.0017116 |     195.353 |  0.0045827 |   14.081
 0.0017191 |     194.452 |   0.004624 |   14.037
 0.0017266 |     194.698 |  0.0046384 |   13.993
 0.0017341 |     194.553 |  0.0046621 |   13.949
 0.0017417 |     193.627 |  0.0047049 |   13.905
 0.0017494 |     193.217 |  0.0047355 |   13.861
  0.001757 |     193.669 |  0.0047452 |   13.817
 0.0017647 |     193.291 |  0.0047753 |   13.773
 0.0017725 |     193.217 |   0.004798 |    13.73
 0.0017802 |     192.925 |  0.0048264 |   13.686
  0.001788 |     192.223 |  0.0048652 |   13.642
 0.0017959 |     192.827 |  0.0048713 |   13.599
 0.0018037 |     192.523 |  0.0049003 |   13.555
 0.0018116 |     192.175 |  0.0049307 |   13.512
 0.0018196 |     192.234 |  0.0049508 |   13.468
 0.0018275 |     192.803 |  0.0049577 |   13.425
 0.0018355 |     191.836 |  0.0050045 |   13.381
 0.0018436 |      191.21 |  0.0050429 |   13.338
 0.0018516 |     191.731 |  0.0050513 |   13.294
 0.0018598 |     190.861 |  0.0050965 |   13.251
 0.0018679 |     191.529 |   0.005101 |   13.208
 0.0018761 |     190.633 |  0.0051475 |   13.164
 0.0018843 |     190.673 |   0.005169 |   13.121
 0.0018926 |     191.306 |  0.0051745 |   13.078
 0.0019009 |     191.397 |  0.0051946 |   13.035
 0.0019092 |     189.837 |  0.0052602 |   12.992
 0.0019176 |     189.973 |  0.0052796 |   12.949
  0.001926 |     189.273 |  0.0053224 |   12.905
 0.0019345 |     188.679 |  0.0053627 |   12.862
 0.0019431 |     188.772 |  0.0053838 |   12.819
 0.0019516 |     188.929 |   0.005403 |   12.776
 0.0019602 |     188.824 |  0.0054298 |   12.733
 0.0019689 |     188.892 |  0.0054518 |    12.69
 0.0019775 |     188.891 |  0.0054758 |   12.648
 0.0019862 |      189.66 |  0.0054775 |   12.605
 0.0019949 |     189.077 |  0.0055185 |   12.562
 0.0020037 |     188.507 |  0.0055595 |   12.519
 0.0020125 |     187.892 |  0.0056023 |   12.476
 0.0020214 |     187.958 |   0.005625 |   12.433
 0.0020303 |      187.99 |  0.0056488 |   12.391
 0.0020392 |     188.276 |  0.0056651 |   12.348
 0.0020482 |     188.613 |  0.0056798 |   12.305
 0.0020572 |      188.12 |  0.0057197 |   12.262
 0.0020662 |     187.449 |  0.0057654 |    12.22
 0.0020753 |     188.348 |  0.0057631 |   12.177
 0.0020844 |     188.751 |   0.005776 |   12.134
 0.0020935 |     188.455 |  0.0058104 |   12.092
 0.0021027 |     188.696 |  0.0058284 |   12.049
 0.0021119 |     189.135 |  0.0058402 |   12.007
 0.0021211 |      188.41 |  0.0058883 |   11.964
 0.0021304 |     188.653 |  0.0059064 |   11.922
 0.0021397 |      188.43 |  0.0059392 |   11.879
  0.002149 |     188.646 |  0.0059583 |   11.837
 0.0021584 |     188.261 |  0.0059966 |   11.794
 0.0021678 |      188.38 |   0.006019 |   11.752
 0.0021773 |     188.147 |  0.0060528 |   11.709
 0.0021868 |     188.426 |  0.0060702 |   11.667
 0.0021964 |     187.195 |  0.0061368 |   11.624
  0.002206 |     187.814 |  0.0061434 |   11.582
 0.0022156 |     187.361 |  0.0061852 |    11.54
 0.0022254 |      186.92 |   0.006227 |   11.497
 0.0022351 |     187.461 |  0.0062363 |   11.455
 0.0022449 |     186.785 |  0.0062863 |   11.413
 0.0022548 |     186.648 |  0.0063185 |    11.37
 0.0022647 |     186.592 |  0.0063482 |   11.328
 0.0022746 |     187.025 |  0.0063613 |   11.286
 0.0022846 |     187.634 |  0.0063684 |   11.243
 0.0022946 |     187.247 |  0.0064094 |   11.201
 0.0023046 |      187.88 |  0.0064157 |   11.159
 0.0023146 |     187.781 |  0.0064471 |   11.117
 0.0023247 |      186.45 |  0.0065215 |   11.074
 0.0023349 |     188.208 |  0.0064888 |   11.032
 0.0023451 |     188.058 |  0.0065222 |    10.99
 0.0023553 |      187.47 |  0.0065712 |   10.948
 0.0023655 |     187.588 |  0.0065957 |   10.906
 0.0023758 |     188.285 |  0.0065999 |   10.863
 0.0023862 |      186.09 |  0.0067069 |   10.821
 0.0023967 |     186.938 |  0.0067057 |   10.779
 0.0024072 |     185.674 |   0.006781 |   10.737
 0.0024177 |     186.332 |  0.0067867 |   10.695
 0.0024283 |     186.375 |  0.0068149 |   10.653
  0.002439 |     186.132 |  0.0068537 |   10.611
 0.0024497 |     185.969 |  0.0068898 |   10.568
 0.0024605 |     184.656 |  0.0069693 |   10.526
 0.0024714 |     183.718 |   0.007036 |   10.484
 0.0024823 |     184.664 |  0.0070309 |   10.442
 0.0024933 |     184.472 |  0.0070693 |     10.4
 0.0025043 |     184.444 |  0.0071017 |   10.358
 0.0025154 |      184.43 |  0.0071336 |   10.316
 0.0025265 |     185.121 |  0.0071383 |   10.274
 0.0025376 |     185.028 |  0.0071733 |   10.232
 0.0025488 |     184.114 |  0.0072408 |    10.19
 0.0025601 |     184.169 |  0.0072706 |   10.148
 0.0025714 |     185.142 |  0.0072644 |   10.106
 0.0025827 |     184.299 |  0.0073298 |   10.064
 0.0025941 |     185.212 |  0.0073258 |   10.022
 0.0026055 |     184.899 |  0.0073704 |     9.98
  0.002617 |     184.887 |  0.0074034 |    9.938
 0.0026286 |     182.617 |  0.0075286 |    9.896
 0.0026402 |     184.847 |  0.0074707 |    9.854
 0.0026518 |     185.177 |  0.0074902 |    9.812
 0.0026635 |     184.084 |  0.0075679 |     9.77
 0.0026753 |     183.943 |  0.0076072 |    9.728
 0.0026871 |       184.3 |  0.0076259 |    9.686
  0.002699 |      184.02 |  0.0076713 |    9.645
 0.0027109 |     184.319 |  0.0076926 |    9.603
 0.0027228 |     184.134 |  0.0077343 |    9.561
 0.0027348 |     184.378 |  0.0077582 |    9.519
 0.0027469 |     185.551 |   0.007743 |    9.477
 0.0027589 |     184.422 |  0.0078246 |    9.435
 0.0027711 |     184.633 |  0.0078501 |    9.393
 0.0027833 |     185.119 |  0.0078639 |    9.351
 0.0027955 |       184.1 |  0.0079422 |    9.309
 0.0028078 |     183.836 |  0.0079887 |    9.268
 0.0028202 |     184.271 |   0.008005 |    9.226
 0.0028327 |     184.468 |  0.0080317 |    9.184
 0.0028451 |     185.896 |   0.008005 |    9.142
 0.0028575 |     186.055 |  0.0080331 |      9.1
   0.00287 |     186.591 |  0.0080449 |    9.058
 0.0028824 |     187.587 |  0.0080369 |    9.016
 0.0028949 |     187.903 |  0.0080581 |    8.975
 0.0028996 |     187.585 |  0.0080848 |    8.959
